ID,POS,Name,ORG,Lev,Age,T,OVR,POT,LEA,AD,WE,INT,Prone,STU,CON,PBABIP,HRR,STU vL,CON vL,PBABIP vL,HRR vL,STU vR,CON vR,PBABIP vR,HRR vR,STU P,CON P,PBABIP P,HRR P,PIT,STM,HLD,BF,1B,2B,3B,HR,BB,IBB,K,HP,SF,CI,SB,CS
35091,SP,JAYDEN DERCKS,-,-,26,L,37,38,N,L,L,N,Fragile,45,40,50,40,45,40,50,40,45,40,50,40,45,40,50,45,3,50,80,0,0,0,0,0,0,0,0,0,0,0,0,0
32732,RP,AXEL DEVER,TOR,R-,21,L,37,54,L,N,N,N,Fragile,40,40,45,25,45,40,45,30,40,40,45,25,45,45,45,45,4,55,75,0,0,0,0,0,0,0,0,0,0,0,0,0
36645,SP,SAL DIAZ,-,-,27,R,37,39,N,N,N,N,Wrecked,40,40,40,55,40,35,40,50,40,40,40,55,40,40,40,55,3,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0
3747,SP,MIN-SEO DOU,-,-,27,L,37,39,N,L,H,N,Normal,45,35,50,45,45,35,50,45,45,35,50,45,45,40,50,45,3,55,70,0,0,0,0,0,0,0,0,0,0,0,0,0
38741,SP,ELIJAH FARAGHER,FLA,AA,26,R,37,42,L,H,H,N,Normal,50,45,50,35,50,45,50,35,50,45,50,35,60,50,50,45,5,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0
37499,SP,DAMIAN FLEMING,CHC,A-,22,R,37,80,N,N,N,N,Normal,45,40,50,40,45,40,50,40,45,40,50,40,50,60,50,60,6,65,40,0,0,0,0,0,0,0,0,0,0,0,0,0
28848,RP,IVAN FLOREZ,COL,WL,19,R,37,56,N,N,N,N,Normal,45,35,50,35,45,35,45,35,45,35,50,35,50,45,50,45,5,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0
40249,RP,E.J. FUKUMOTO,MIN,R+,21,R,37,48,N,H,N,N,Fragile,40,35,45,35,35,35,40,30,45,35,45,35,50,50,45,45,3,65,60,0,0,0,0,0,0,0,0,0,0,0,0,0
33190,SP,MARINO GALAVIZ,LAD,A+,24,L,37,44,L,N,N,N,Fragile,45,35,45,50,50,35,50,50,40,35,45,45,50,35,45,70,3,70,75,0,0,0,0,0,0,0,0,0,0,0,0,0
33221,RP,IRWIN GARCÍA,CHC,R+,22,R,37,52,L,H,N,N,Durable,45,40,45,40,40,40,45,35,45,40,50,40,55,55,45,50,3,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0
20948,RP,DARIO GARDEA,SF,R+,21,R,37,38,N,H,N,H,Normal,45,40,40,30,45,40,45,30,45,40,40,30,55,40,40,45,2,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0
39158,RP,LYLE GILDEHAUS,ARI,R+,21,R,37,42,L,N,N,N,Normal,45,40,45,35,45,40,45,35,45,40,45,35,50,45,45,40,4,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0
40013,SP,JARAH GINZBERG,SF,A+,22,R,37,46,L,N,N,N,Normal,45,40,50,40,45,40,50,40,45,40,50,40,65,45,50,50,4,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
35796,RP,ANDERSON GORANSON,SF,WL,20,R,37,53,N,N,N,N,Durable,40,35,45,40,40,35,40,35,45,35,45,40,50,55,45,50,4,45,70,0,0,0,0,0,0,0,0,0,0,0,0,0
21424,RP,RICKY GRACE,SF,R+,21,L,37,43,N,H,H,N,Normal,40,30,40,40,40,30,40,40,40,30,40,40,45,35,40,50,4,45,75,0,0,0,0,0,0,0,0,0,0,0,0,0
39431,RP,ANTÔNIO GUARRIDO,SF,R+,21,R,37,72,H,N,N,N,Normal,45,40,50,30,40,40,45,25,55,45,50,35,70,55,50,50,2,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0
37194,RP,ARGENIS GUERRERO,PIT,R+,22,R,37,43,N,H,H,N,Normal,35,40,45,45,35,40,50,45,35,40,45,45,50,50,45,55,2,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0
32495,RP,ROSS GUNDERSON,CLE,R-,21,R,37,42,N,N,H,N,Normal,45,35,45,40,40,35,40,35,50,35,50,40,55,40,45,45,4,25,70,0,0,0,0,0,0,0,0,0,0,0,0,0
40663,SP,EDGARDO GUTIERREZ,CLE,A-,20,R,37,53,N,L,N,N,Durable,40,40,50,45,40,40,50,45,40,40,50,45,50,50,50,60,3,45,75,0,0,0,0,0,0,0,0,0,0,0,0,0
38814,SP,PEREGRINE HAKEEM JR.,TB,AA,24,R,37,37,N,N,N,N,Fragile,45,45,50,45,45,45,50,45,45,45,50,45,50,45,50,50,5,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0
40411,RP,DOUG HAWKINS,ANA,R-,20,R,37,80,L,L,L,N,Normal,45,25,50,35,40,25,45,30,45,30,50,35,80,45,50,55,2,35,60,0,0,0,0,0,0,0,0,0,0,0,0,0
21119,RP,REX HEATON,CIN,A-,23,L,37,72,L,N,L,H,Normal,45,30,45,40,45,30,50,40,40,30,45,40,80,70,45,55,2,25,80,0,0,0,0,0,0,0,0,0,0,0,0,0
40807,RP,VLÁDIMIR HERNÁNDEZ,-,-,22,L,37,37,N,H,L,N,Fragile,45,40,40,40,45,40,40,40,45,40,40,40,50,45,40,50,3,25,70,0,0,0,0,0,0,0,0,0,0,0,0,0
39582,SP,DOMINIC HESTER,OAK,R-,22,R,37,57,N,N,N,N,Fragile,40,40,45,45,40,40,40,45,40,40,45,45,50,55,45,55,4,60,65,0,0,0,0,0,0,0,0,0,0,0,0,0
33363,SP,DENNIS HILLSON,STL,A+,25,R,37,38,N,N,N,N,Normal,35,45,45,45,35,45,45,45,35,45,45,45,40,50,45,55,3,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0
37781,RP,JAHURUL HOQUE,STL,R+,21,R,37,41,N,N,N,N,Normal,40,40,45,35,40,40,40,30,45,40,45,35,40,55,45,45,3,60,45,0,0,0,0,0,0,0,0,0,0,0,0,0
30778,CL,MIGUEL INFANTE,BAL,A+,21,L,37,80,N,N,N,L,Durable,45,35,45,40,45,35,50,40,40,35,45,40,45,55,45,75,4,35,65,0,0,0,0,0,0,0,0,0,0,0,0,0
37294,CL,HUNG-YU JIANG,KCR,R+,23,R,37,47,N,N,N,L,Normal,45,35,50,35,45,35,50,40,45,35,50,35,60,35,50,50,5,40,75,0,0,0,0,0,0,0,0,0,0,0,0,0
34257,RP,JORGE JIMÉNEZ,MON,R+,22,R,37,40,N,N,N,N,Durable,45,35,40,35,40,35,35,35,45,35,45,35,60,45,40,45,2,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0
38999,SP,TOME JOFRE,KCR,A+,23,L,37,57,N,N,N,H,Fragile,45,45,50,45,50,45,50,45,45,45,50,40,65,50,50,50,3,35,65,0,0,0,0,0,0,0,0,0,0,0,0,0
21755,RP,APOLLO JONES,ANA,R-,22,R,37,43,N,N,N,N,Durable,45,40,45,20,45,40,45,20,45,40,45,20,55,45,45,40,4,55,35,0,0,0,0,0,0,0,0,0,0,0,0,0
32780,RP,CARTER JONES,-,-,25,R,37,37,L,N,N,N,Normal,45,35,40,40,45,35,45,40,45,35,40,40,45,35,40,50,3,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0
35997,SP,SEONG-HYEON JOU,-,-,28,R,37,37,N,H,H,N,Normal,40,30,50,50,40,30,45,50,45,30,50,55,45,35,50,55,3,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0
38470,RP,MARTIN JÄGER,MIN,A-,25,L,37,37,N,N,N,N,Fragile,45,35,40,35,50,35,40,40,45,35,35,35,50,35,40,40,3,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0
23460,RP,CLIFTON KAN,KCR,R+,22,L,37,37,L,N,N,N,Durable,45,40,40,35,50,40,45,40,40,40,40,30,50,45,40,40,3,45,55,0,0,0,0,0,0,0,0,0,0,0,0,0
24775,SP,REID KLINGLER,TB,A+,23,L,37,39,L,N,N,N,Fragile,45,40,45,40,45,45,45,40,45,40,45,40,50,40,45,45,6,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0
39563,SP,MIKA KLOSE,HOU,WL,19,L,37,80,N,L,L,L,Normal,40,40,50,45,45,40,50,45,40,40,45,45,50,60,50,65,5,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0
39085,SP,YASUKAZU KOIKE,-,-,28,R,37,39,N,L,N,N,Normal,45,40,50,40,45,40,50,40,45,40,50,40,50,40,50,45,3,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0
33734,RP,MARTIN KRAMER,FLA,A-,24,R,37,37,N,N,N,N,Normal,45,35,40,40,45,35,40,40,45,35,40,40,50,45,40,45,3,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
37679,SP,NATHAN LAMB,OAK,A-,26,L,37,45,N,N,H,N,Fragile,35,45,45,45,40,45,50,50,35,45,40,45,40,55,45,55,3,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0
40493,SP,NATHANIEL LASSEY,MIL,AAA,21,L,37,80,H,H,H,N,Fragile,40,40,45,45,45,40,50,45,40,40,45,40,55,55,45,55,4,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0
24389,RP,FELIPE LEAL,KCR,A-,24,R,37,37,N,H,N,N,Normal,50,20,45,45,50,20,45,45,50,20,45,45,60,20,45,50,3,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
35441,SP,YOO LIM,KT,INT,30,R,37,37,H,H,H,H,Normal,40,45,45,45,35,40,40,40,40,45,50,45,40,45,45,45,3,65,50,0,0,0,0,0,0,0,0,0,0,0,0,0
19058,RP,VASCO LORENZI,NYM,R+,22,R,37,62,N,N,H,N,Normal,40,30,50,30,40,30,50,30,40,30,50,30,55,45,50,45,4,60,45,0,0,0,0,0,0,0,0,0,0,0,0,0
33544,RP,GEORGE MAIER,KCR,A-,25,R,37,45,N,N,N,N,Durable,45,45,50,25,45,45,45,25,50,45,50,25,75,55,50,40,3,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0
26534,RP,MAURICE MARTINEZ,WAS,A-,22,R,37,38,N,L,H,N,Normal,45,40,45,30,45,40,45,30,45,40,45,30,60,50,45,45,2,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0
21033,SP,LINCOLN MASSEY,CWS,A+,23,R,37,42,N,L,H,N,Normal,40,40,45,40,40,40,45,40,40,40,45,40,50,40,45,45,3,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0
34165,SP,SERGIO MATTHEWS,CLE,A-,20,R,37,80,N,H,H,H,Normal,45,35,50,40,45,35,50,40,45,40,50,40,55,50,50,55,4,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0
25550,SP,STEFAN MCKEEVER,BOS,A+,22,R,37,70,N,H,N,H,Fragile,45,40,45,40,45,40,45,40,45,40,45,40,55,55,45,50,3,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0
25701,SP,THUMPER MEDAL,HOU,A-,22,L,37,46,L,N,N,N,Normal,45,40,40,40,45,40,40,45,45,40,40,40,50,50,40,55,4,50,80,0,0,0,0,0,0,0,0,0,0,0,0,0
37093,RP,REY MENDOZA,-,-,26,R,37,37,N,N,H,N,Normal,45,30,45,45,45,30,45,45,45,30,45,40,50,35,45,50,5,35,65,0,0,0,0,0,0,0,0,0,0,0,0,0
40573,SP,LEONARDO MERAZ,NYY,A+,21,L,37,37,N,H,H,N,Fragile,50,25,45,50,50,30,50,55,50,25,45,50,50,25,45,55,6,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0
27862,SP,HOSSAM MERBAHANI,-,-,23,R,37,40,N,H,N,N,Durable,45,45,45,45,40,45,40,40,45,45,45,45,50,55,45,45,4,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0
39206,RP,THOMAS MEYIWA,WAS,R-,20,L,37,37,N,N,N,H,Durable,45,25,50,40,45,25,50,40,45,25,50,40,60,30,50,50,2,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0
26019,SP,OWEN MILDON,WAS,A-,22,L,37,53,N,H,N,N,Durable,45,40,50,40,50,40,50,40,45,40,50,40,55,50,50,45,6,55,75,0,0,0,0,0,0,0,0,0,0,0,0,0
21602,RP,MARC MOREIRA,FLA,A-,22,R,37,37,L,N,N,N,Fragile,45,40,45,35,45,40,40,35,45,40,45,35,50,40,45,40,3,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0
19069,SP,LAMBERT MORILLO,COL,AA,23,R,37,51,N,N,N,N,Normal,45,40,50,45,45,40,50,45,45,40,50,45,65,45,50,50,3,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
39851,RP,NAOTAKA MORITAKI,-,-,25,R,37,37,N,N,N,N,Fragile,45,40,40,40,40,40,40,40,45,40,40,45,45,40,40,40,3,35,60,0,0,0,0,0,0,0,0,0,0,0,0,0
29663,SP,ROSS MOSIER,MIL,AA,23,R,37,42,N,L,N,N,Normal,45,45,40,45,40,40,35,45,45,45,40,50,45,45,40,55,3,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0
15571,SP,TAKENAO NAKAGAWA,-,-,23,L,37,37,N,N,N,N,Fragile,45,45,45,45,45,45,50,45,45,45,45,40,50,45,45,45,4,45,80,0,0,0,0,0,0,0,0,0,0,0,0,0
34364,SP,KEN NDUKWE,CWS,A-,21,R,37,49,L,H,N,N,Fragile,45,45,45,45,40,45,45,45,45,45,50,50,65,50,45,45,3,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0
21380,RP,NATHAN NEUHAUSER,BAL,A+,21,R,37,44,N,N,N,N,Normal,45,35,45,30,45,35,45,25,45,35,45,30,55,50,45,45,4,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0
29218,SP,HIRAM NIEVES,WAS,A-,23,R,37,55,N,N,N,N,Normal,45,45,50,40,45,45,50,40,45,45,50,40,55,55,50,50,3,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0
35972,SP,CASH O'CONNELL,TOR,A-,20,R,37,80,N,H,N,H,Fragile,45,40,55,45,40,40,55,45,45,40,55,45,75,65,55,80,6,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0
28992,SP,GARTH O'NEIL,MIN,R+,23,R,37,80,N,N,N,N,Normal,40,40,50,40,40,40,50,40,40,40,50,40,55,45,50,50,3,65,40,0,0,0,0,0,0,0,0,0,0,0,0,0
38630,SP,ACHILLES OCEGUERA,CIN,R-,20,L,37,39,N,H,H,N,Normal,40,40,40,45,45,45,45,50,40,40,40,45,45,45,40,45,3,55,60,0,0,0,0,0,0,0,0,0,0,0,0,0
40634,RP,REY ORTEGA,BAL,A-,20,R,37,47,H,N,H,N,Durable,45,35,50,40,45,35,45,40,45,40,50,40,50,50,50,50,4,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
29486,SP,JORDAN OZURUIGBO,ANA,R+,23,L,37,44,N,H,N,N,Fragile,45,45,45,40,45,45,45,45,45,45,45,40,50,45,45,50,4,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0
39555,RP,ALLAN PELLETIER,CLE,R+,21,R,37,49,N,H,N,L,Fragile,45,30,45,40,45,30,45,40,45,30,45,40,50,45,45,50,4,60,65,0,0,0,0,0,0,0,0,0,0,0,0,0
38861,SP,FRANCISCO PESTANA,NYY,A+,23,L,37,68,L,N,N,N,Normal,40,45,45,45,40,45,50,45,40,45,45,45,40,70,45,65,3,55,75,0,0,0,0,0,0,0,0,0,0,0,0,0
32749,CL,LUZ PINO,HOU,WL,20,R,37,52,N,N,N,N,Normal,40,30,45,35,35,25,45,35,40,30,50,35,55,50,45,60,3,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0
32883,RP,HECTOR PÉREZ,BOS,A-,24,R,37,60,N,N,N,N,Normal,45,30,45,35,40,30,45,35,45,30,50,35,65,50,45,50,2,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0
23175,SP,DEON REEVES,PHI,AA,21,R,37,59,N,N,H,H,Normal,45,45,50,45,40,40,50,45,45,45,50,45,55,45,50,55,3,45,25,0,0,0,0,0,0,0,0,0,0,0,0,0
26040,RP,FRANKLIN RING,PIT,R+,22,R,37,67,N,N,N,N,Normal,45,35,45,30,45,35,45,25,45,35,45,30,50,45,45,40,5,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0
36069,SP,KATLEGO RODOLO,MON,R+,23,R,37,70,N,L,H,H,Durable,40,45,50,45,40,40,45,40,45,45,50,45,50,70,50,55,5,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0
20912,RP,NAP ROSA,ARI,R+,21,R,37,43,L,H,H,H,Normal,45,35,45,35,40,35,45,30,45,40,50,35,65,50,45,40,2,25,55,0,0,0,0,0,0,0,0,0,0,0,0,0
39041,SP,IL-GYEONG RYANG,CIN,A+,26,L,37,43,N,H,H,N,Normal,45,45,55,45,45,45,55,45,45,45,50,45,50,60,55,50,4,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0
36838,SP,DYLAN SANDS,-,-,26,R,37,37,N,N,N,N,Fragile,45,30,50,45,45,30,50,50,45,30,45,45,50,30,50,50,4,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0
34588,RP,GRAYSON SCHUETTER,TOR,AAA,21,R,37,43,H,N,N,N,Durable,45,35,40,35,40,35,40,35,45,35,40,35,55,45,40,55,3,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0
40955,RP,SEBASTIAN SEILEY,STL,A-,24,R,37,37,H,N,H,N,Normal,50,30,45,35,50,30,45,35,50,30,45,35,55,30,45,35,2,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0
36382,SP,RUDOLPH SHAFER,SEA,A+,23,R,37,49,N,N,N,H,Normal,40,40,45,45,40,40,40,45,45,40,45,45,45,45,45,50,3,55,30,0,0,0,0,0,0,0,0,0,0,0,0,0
39151,RP,SHINPEI SHIBATA,TB,AA,26,R,37,43,N,N,N,N,Fragile,45,45,50,25,45,45,50,25,50,45,55,30,60,50,50,35,2,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
33015,RP,YGNACIO SIGARAN,KCM,R+,20,R,37,50,N,N,H,N,Normal,45,35,45,40,45,35,45,40,45,35,45,40,50,45,45,50,3,30,45,0,0,0,0,0,0,0,0,0,0,0,0,0
32368,SP,TOTEM SMALL,-,-,23,R,37,40,L,N,N,N,Normal,45,45,40,40,40,45,40,40,45,45,45,45,45,45,40,50,4,45,80,0,0,0,0,0,0,0,0,0,0,0,0,0
25171,RP,PAUL STATON,-,-,24,L,37,37,N,N,N,N,Normal,40,35,40,40,40,40,40,45,40,35,35,40,40,40,40,45,6,35,80,0,0,0,0,0,0,0,0,0,0,0,0,0
35870,RP,CHRISTIAN STEPHENS,BAL,A+,21,L,37,44,H,H,N,H,Normal,40,30,40,40,45,30,45,40,40,30,40,35,45,40,40,55,3,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0
18050,SP,KURT STRUG,-,-,27,L,37,45,N,N,H,N,Fragile,55,35,45,35,55,35,45,40,55,35,45,35,55,35,45,45,4,55,80,0,0,0,0,0,0,0,0,0,0,0,0,0
40760,SP,CHRIS SÁNCHEZ,SD,AA,25,L,37,66,N,N,L,N,Normal,45,45,45,40,45,45,45,40,45,45,45,40,50,55,45,55,4,65,80,0,0,0,0,0,0,0,0,0,0,0,0,0
22792,SP,AUGUSTO TEJEDA,NYM,A-,23,R,37,39,N,N,N,N,Normal,40,50,45,40,40,50,45,40,40,50,45,40,45,50,45,50,5,45,25,0,0,0,0,0,0,0,0,0,0,0,0,0
28324,SP,SEBASTIAN TEJEDA,BAL,AA,24,L,37,37,N,N,H,N,Fragile,45,35,40,45,45,35,40,45,45,35,40,45,50,35,40,50,3,45,60,0,0,0,0,0,0,0,0,0,0,0,0,0
35450,SP,BEN TEVLIN,NYM,R+,21,R,37,74,N,H,N,N,Normal,40,35,45,45,40,35,45,45,45,35,50,45,50,45,45,55,4,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0
40273,RP,JOHN THOMPSON,CLE,R-,20,R,37,46,H,N,N,N,Fragile,45,40,50,40,40,35,45,35,45,40,50,40,55,50,50,50,3,40,75,0,0,0,0,0,0,0,0,0,0,0,0,0
33964,RP,LU-FRANCITO TOVAR,TB,R+,22,R,37,42,N,N,N,N,Normal,45,40,45,30,40,40,40,25,45,40,45,30,50,45,45,45,3,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0
36762,SP,CHAN TSENG,-,-,26,R,37,38,N,L,N,N,Normal,45,45,50,45,45,45,45,45,45,45,50,45,50,45,50,45,3,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0
33071,SP,CHARL VAN REENEN,CHC,A-,21,L,37,80,N,N,N,N,Normal,40,40,45,45,45,40,45,45,40,40,45,45,45,65,45,60,5,60,80,0,0,0,0,0,0,0,0,0,0,0,0,0
31855,RP,NEIL VAN SANT,KCR,AA,21,L,37,46,N,N,H,H,Fragile,45,35,40,40,45,35,45,40,40,35,40,40,45,45,40,50,5,35,75,0,0,0,0,0,0,0,0,0,0,0,0,0
23395,SP,JOHNNY VERA,CWS,A-,21,R,37,42,N,N,N,N,Fragile,40,40,45,40,40,40,45,40,40,40,45,40,50,40,45,45,3,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0
36359,RP,JOHNNY WATSON,FLA,R+,23,L,37,48,L,L,N,N,Normal,40,35,45,35,45,35,45,35,40,35,45,35,40,50,45,55,4,75,55,0,0,0,0,0,0,0,0,0,0,0,0,0
25105,SP,RUDY WEINSTEIN,HOU,A+,22,L,37,72,N,H,H,N,Normal,45,40,45,40,45,40,45,40,45,40,45,40,50,50,45,55,5,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0
21758,RP,BRET WESTLAKE,ARI,R+,22,R,37,39,N,N,N,N,Fragile,40,40,40,35,35,35,35,35,40,40,40,35,45,50,40,45,3,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0
39734,RP,ALEX WHIPKEY,MIN,WL,18,R,37,69,N,N,H,N,Normal,40,40,45,40,40,40,50,40,40,40,45,40,50,55,45,50,2,50,35,0,0,0,0,0,0,0,0,0,0,0,0,0
27358,SP,JACKSON WHIPPLE,ATL,A+,23,R,37,39,N,N,H,N,Normal,45,40,45,45,45,40,45,45,45,40,45,45,45,50,45,45,4,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0
31931,RP,PATTON WHITEFIELD,NYM,R+,21,R,37,49,N,N,N,N,Durable,45,30,45,30,45,30,45,30,45,30,45,30,55,50,45,45,5,60,25,0,0,0,0,0,0,0,0,0,0,0,0,0
21371,RP,BRANDON YOUMANS,BAL,A+,21,R,37,39,H,N,N,L,Normal,40,40,40,40,40,40,40,40,40,40,40,40,45,45,40,45,4,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
37138,RP,THOME ZAMORA,PIT,R+,21,R,37,49,L,N,N,N,Normal,40,40,45,40,35,40,40,40,40,40,50,45,40,50,45,50,4,30,45,0,0,0,0,0,0,0,0,0,0,0,0,0
36641,RP,SHIWEI ZOU,FLA,R+,21,R,37,54,L,N,H,N,Normal,45,35,45,30,40,35,45,30,45,35,45,35,50,50,45,50,3,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0
40394,SP,DIRK ZWICK,MIN,A-,20,R,37,80,N,N,H,H,Normal,40,45,50,40,40,45,50,40,45,45,55,40,65,80,50,75,3,55,45,0,0,0,0,0,0,0,0,0,0,0,0,0
33830,SP,LUIS YANEL ABANTO,KCM,R+,22,L,36,66,N,N,N,N,Normal,35,45,45,45,40,45,50,50,35,45,45,45,40,70,45,60,3,55,60,0,0,0,0,0,0,0,0,0,0,0,0,0
38120,SP,BONG-JIN AHN,-,-,31,L,36,36,L,H,L,N,Fragile,35,45,40,45,40,45,45,50,35,45,40,45,35,45,40,45,4,50,80,0,0,0,0,0,0,0,0,0,0,0,0,0
20211,SP,HYO-JUN AHN,SEA,A-,23,R,36,39,L,H,N,N,Fragile,45,40,45,45,45,35,40,45,45,40,45,50,50,45,45,60,5,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0
40486,RP,SEUNG-HYEON AHN,BAL,A+,23,L,36,41,N,L,N,H,Durable,45,35,45,35,45,35,45,35,45,35,45,35,60,45,45,35,4,40,75,0,0,0,0,0,0,0,0,0,0,0,0,0
29041,SP,DONALD ALVAREZ,LAD,R+,23,R,36,70,N,N,N,N,Fragile,45,40,50,40,45,40,45,40,45,40,50,40,50,50,50,50,4,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0
34055,RP,ABUL AMINI,COL,A-,25,R,36,40,N,N,N,N,Normal,40,35,40,40,40,35,40,40,45,35,45,40,45,45,40,55,5,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
37580,SP,JACE ARCE,-,-,25,R,36,36,N,L,H,H,Normal,45,40,45,45,45,40,45,40,50,40,50,45,50,40,45,45,3,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0
20535,RP,BERNAD ARROYO,STL,A-,22,R,36,38,H,N,N,N,Fragile,50,30,45,30,50,30,45,30,50,30,50,30,75,30,45,40,2,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0
35508,RP,ZACHARIAH ATKIN,ARI,A+,25,R,36,36,H,N,N,N,Normal,50,35,45,35,50,35,45,35,50,35,45,40,50,35,45,40,4,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0
26220,SP,WALIF AZAMI,ANA,R-,21,R,36,49,L,L,H,N,Normal,40,40,45,40,40,40,45,40,40,40,45,40,40,50,45,50,5,65,40,0,0,0,0,0,0,0,0,0,0,0,0,0
31585,RP,DONDON BALADEZ,WAS,WL,19,L,36,58,L,N,N,N,Normal,45,35,45,30,50,35,50,35,45,35,45,30,75,50,45,45,2,25,65,0,0,0,0,0,0,0,0,0,0,0,0,0
33681,SP,EDGAR BALDERAS,LAD,R+,21,R,36,80,N,N,N,H,Durable,45,35,50,45,40,35,50,45,45,35,50,45,50,50,50,75,5,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0
31751,SP,JUAN BALDERRAMA,KCM,R+,21,R,36,68,N,H,H,L,Fragile,40,45,45,40,40,45,45,40,40,45,45,40,45,65,45,55,4,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0
30313,RP,JOHN BARBAS,-,-,23,R,36,38,N,N,N,N,Fragile,40,40,45,35,40,40,45,35,40,40,45,35,45,70,45,45,4,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0
39679,RP,EASTON BEATTY,SF,R+,23,R,36,78,N,N,N,N,Normal,45,40,50,30,45,40,50,30,45,40,50,30,70,70,50,50,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
38786,SP,REGIS BEDWARD,SEA,A+,21,R,36,76,N,N,H,N,Fragile,40,40,45,45,35,40,45,45,40,40,45,45,40,70,45,80,3,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0
37625,RP,DON BEHMER,-,-,26,R,36,36,N,N,N,N,Fragile,45,30,45,45,45,30,45,45,45,30,45,45,45,30,45,45,4,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
24089,SP,LOUIE BEHNKE,LAD,R+,21,R,36,59,N,N,N,N,Fragile,40,35,45,45,40,35,40,45,40,35,45,45,45,50,45,55,5,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
39883,RP,LANDON BELKIN,HOU,A-,20,R,36,43,N,L,N,N,Normal,45,40,45,40,45,40,45,40,40,40,45,40,50,50,45,50,3,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0
34748,RP,RHINER BERROA,WAS,WL,19,R,36,80,N,N,H,L,Durable,40,30,50,35,40,30,55,35,40,30,50,35,80,50,50,75,2,25,70,0,0,0,0,0,0,0,0,0,0,0,0,0
