ID,POS,Name,ORG,Lev,Age,T,OVR,POT,LEA,AD,WE,INT,Prone,STU,CON,PBABIP,HRR,STU vL,CON vL,PBABIP vL,HRR vL,STU vR,CON vR,PBABIP vR,HRR vR,STU P,CON P,PBABIP P,HRR P,PIT,STM,HLD,BF,1B,2B,3B,HR,BB,IBB,K,HP,SH,SF,CI,SB,CS
26252,RP,JAMES MCARTHUR,PHI,MLB,30,R,40,40,N,N,N,N,Normal,45,45,50,50,45,45,45,50,45,45,50,50,45,45,50,50,4,35,45,406,84,16,1,6,45,3,77,3,,1,0,10,1
727,RP,JOHN MCMILLON,PIT,MLB,29,R,40,40,N,L,N,N,Normal,55,30,55,45,55,30,50,45,55,30,55,45,55,35,55,45,2,30,45,82,11,4,0,4,9,0,22,1,,1,0,2,1
20494,RP,WYATT MILLS,TOR,MLB,32,R,40,40,N,N,N,N,Normal,45,45,55,50,35,45,50,45,45,50,55,55,45,45,55,50,3,30,55,237,43,9,0,7,24,4,42,3,,3,0,8,3
40145,RP,ELI MORGAN,ATL,MLB,31,R,40,40,N,N,N,L,Normal,45,50,60,45,40,50,55,40,50,55,60,45,45,50,60,45,3,30,45,115,20,4,0,3,10,2,20,2,,0,0,4,1
27138,RP,NOAH MURDOCK,LAA,AA,29,R,40,40,H,N,H,N,Normal,50,35,50,55,45,35,50,50,50,35,55,60,55,35,50,60,3,35,50,111,22,6,0,1,19,0,20,1,,0,0,2,0
21214,RP,CHANDLER MURPHY,COL,A+,26,R,40,40,N,H,N,N,Normal,40,50,50,45,40,50,50,45,40,50,55,45,45,50,50,45,4,45,55,236,35,12,2,8,17,3,39,2,,2,0,5,2
19439,RP,PARKER MUSHINSKI,WSH,MLB,31,L,40,40,N,H,N,N,Normal,45,45,50,55,40,45,55,55,45,45,50,55,45,45,50,55,5,30,55,102,19,3,0,1,5,0,18,1,,0,0,1,0
43303,RP,NOAH OWEN,BOS,MLB,26,R,40,40,N,N,N,N,Normal,45,45,55,45,45,45,55,45,45,45,50,45,45,45,55,45,3,50,45,3,0,0,0,0,0,0,0,0,,0,0,0,0
24014,RP,NATE PEARSON,PIT,MLB,31,R,40,40,N,N,H,N,Fragile,50,45,55,45,50,45,50,40,55,45,55,45,50,45,55,45,3,30,45,99,12,2,0,6,6,0,24,1,,0,0,2,0
38197,RP,ANGEL PERDOMO,-,-,33,L,40,40,N,N,N,N,Normal,55,40,50,50,65,40,55,50,55,40,50,45,55,40,50,50,3,25,55,207,30,12,1,8,35,2,46,3,,5,0,6,1
50519,RP,JONATHAN PINTARO,AZ,MLB,29,R,40,40,L,N,N,N,Normal,45,45,50,50,40,45,50,50,45,45,55,50,45,45,50,50,5,35,25,200,18,5,0,7,19,2,39,4,,2,0,2,1
1621,RP,ZACH POP,SEA,MLB,30,R,40,40,N,N,N,N,Normal,40,45,55,50,35,45,50,50,40,45,60,55,40,45,55,50,3,30,50,224,28,11,0,8,17,1,34,1,,0,0,6,0
45741,RP,EDGAR PORTES,NYY,AAA,24,R,40,40,N,N,N,N,Fragile,55,35,55,45,50,35,50,45,65,40,55,50,55,40,55,45,3,40,50,8,0,0,0,0,2,0,3,0,,0,0,0,1
34752,RP,CODY REED,TEX,MLB,34,L,40,40,N,N,N,N,Normal,45,45,55,55,50,45,65,70,40,45,55,50,45,45,55,55,2,30,55,121,20,4,1,4,11,0,22,5,,2,0,4,2
47889,RP,GABRIEL REYES,LAD,MLB,24,L,40,40,N,N,N,N,Normal,45,45,55,45,45,45,55,50,40,45,55,45,50,45,55,50,3,50,55,98,13,4,0,3,9,0,21,4,,1,0,1,0
140158,SP,DAVID RIVENBARK,ATL,A+,26,R,40,43,N,N,N,N,Normal,35,45,40,50,35,45,40,45,40,50,45,50,40,50,40,55,4,65,20,14,4,0,0,0,0,0,3,0,,0,0,0,0
3617,RP,YERRY RODRIGUEZ,MIN,AA,29,R,40,40,L,H,N,N,Normal,45,40,50,50,45,40,45,50,45,40,50,50,50,45,50,50,3,30,55,167,19,4,0,6,18,2,29,1,,1,0,3,1
49606,SP,DALTON ROGERS,-,-,26,L,40,41,L,H,H,N,Normal,45,35,55,45,50,35,55,45,45,35,55,45,50,40,55,50,4,45,50,32,4,2,0,1,8,0,4,1,,0,0,0,0
29176,RP,ENNY ROMERO,TEX,MLB,36,L,40,40,N,N,N,N,Normal,50,40,45,50,50,40,45,50,50,40,45,50,50,40,45,50,5,45,45,163,30,5,3,2,16,0,39,1,,1,0,7,0
31169,RP,JOE ROSS,PHI,MLB,34,R,40,40,N,N,N,N,Normal,45,45,45,45,40,45,45,45,45,45,50,50,45,45,45,45,3,50,55,331,62,16,0,12,37,2,53,3,,3,0,6,2
35658,RP,JOSE RUIZ,LAD,MLB,32,R,40,40,N,H,N,N,Normal,50,45,50,45,50,45,50,45,50,45,50,45,50,45,50,45,5,30,70,291,44,5,2,11,29,0,56,5,,5,0,4,1
1682,RP,TAYLER SAUCEDO,LAA,MLB,34,L,40,40,N,N,N,N,Normal,50,40,50,55,50,45,55,60,45,40,50,50,50,40,50,55,4,30,60,261,33,8,2,5,30,7,57,4,,4,0,6,0
43395,RP,COLIN SELBY,KC,AA,29,R,40,41,N,N,N,N,Normal,50,40,50,50,45,40,50,45,55,40,55,55,55,45,50,50,4,30,45,135,18,5,0,0,17,2,32,1,,1,0,3,1
23675,RP,MICHAEL SOROKA,TEX,MLB,30,R,40,40,N,N,H,N,Fragile,50,45,55,45,50,45,50,45,55,50,55,50,50,45,55,45,4,30,45,58,10,3,1,3,6,0,14,0,,0,0,0,0
27207,RP,ALEX SPEAS,PIT,AAA,29,R,40,41,N,N,N,N,Normal,50,30,55,55,50,25,50,55,55,30,55,55,55,30,55,70,4,25,50,138,24,7,0,2,24,1,28,1,,1,0,4,2
33589,RP,RYNE STANEK,LAD,MLB,36,R,40,40,N,N,N,N,Normal,50,40,55,45,50,40,50,45,50,40,55,45,50,40,55,45,3,30,55,278,48,13,1,8,31,4,66,2,,1,0,5,2
33267,RP,JACKSON STEPHENS,PIT,MLB,33,R,40,40,N,N,L,N,Normal,40,55,50,50,40,55,50,50,45,55,50,50,40,55,50,50,4,30,55,184,25,10,1,6,22,5,31,2,,0,0,4,1
39407,RP,ERIK SWANSON,AZ,MLB,34,R,40,40,L,N,N,N,Normal,50,45,55,45,45,45,50,45,50,45,55,45,50,45,55,45,3,30,45,99,10,5,0,0,13,2,18,0,,1,0,1,0
23343,RP,THOMAS SZAPUCKI,NYY,MLB,31,L,40,40,N,N,N,N,Normal,55,45,55,45,60,45,55,45,55,45,50,45,55,45,55,45,3,35,60,273,38,8,2,11,42,6,62,6,,1,0,4,2
39829,RP,JOSH TAYLOR,KC,MLB,34,L,40,40,N,N,N,N,Normal,45,50,45,45,50,50,45,50,45,50,40,45,45,50,45,45,4,25,55,269,41,15,0,8,28,10,51,0,,4,0,3,0
31756,RP,CALEB THIELBAR,TOR,MLB,40,L,40,40,N,L,N,N,Fragile,45,50,50,45,50,50,55,45,45,50,50,45,45,50,50,45,3,25,60,102,9,7,0,2,11,0,19,1,,3,0,3,1
20976,RP,TRENT THORNTON,CLE,MLB,33,R,40,40,N,N,N,N,Normal,45,50,50,45,45,50,50,45,45,50,50,45,45,50,50,45,5,25,55,226,34,15,2,6,16,5,46,3,,3,0,6,1
20448,RP,COLE WAITES,COL,AA,29,R,40,41,N,N,L,N,Normal,65,35,50,50,55,30,50,45,75,35,55,50,70,35,50,50,2,35,40,89,12,3,0,2,11,2,19,2,,1,0,0,1
20767,RP,FORREST WHITLEY,ATH,AAA,30,R,40,40,L,L,N,N,Fragile,50,40,50,50,50,40,50,50,50,40,55,50,50,40,50,50,4,30,50,169,16,7,2,8,28,1,40,1,,1,0,1,2
20747,RP,ALEX WILLIAMS,NYY,MLB,27,R,40,40,N,N,N,N,Normal,50,45,55,45,50,45,55,45,50,45,55,45,50,45,55,45,3,45,45,164,26,8,2,3,14,1,38,6,,3,0,3,0
25958,RP,JOSH WINDER,PIT,MLB,30,R,40,40,N,H,N,N,Normal,40,50,55,50,40,50,50,50,45,50,55,50,40,50,55,50,3,30,60,15,4,1,1,1,1,0,1,0,,0,0,1,1
50541,RP,LOGAN WORKMAN,KC,MLB,28,R,40,40,N,N,N,L,Normal,45,50,55,45,45,50,50,40,50,55,55,45,45,50,55,45,3,40,45,345,73,18,1,17,32,4,68,1,,2,0,6,4
33705,RP,ROB ZASTRYZNY,LAA,MLB,35,L,40,40,N,N,L,N,Normal,45,45,50,50,45,45,55,55,45,45,50,50,45,45,50,50,3,30,55,36,6,2,0,1,3,0,11,0,,0,0,2,0
32245,RP,AUSTIN ADAMS,-,-,36,R,39,39,N,H,N,N,Normal,65,35,55,45,60,35,50,45,65,35,55,50,65,35,55,45,2,30,60,147,22,3,0,7,17,1,39,3,,1,1,4,1
44608,RP,GABRIEL AGUILERA,DET,A+,27,R,39,39,N,N,N,N,Normal,40,45,55,50,35,40,50,50,40,45,55,50,40,45,55,50,5,45,50,7,0,0,0,1,0,0,1,0,,0,0,0,0
22150,RP,NICK ANDERSON,-,-,37,R,39,39,H,N,H,N,Fragile,45,50,50,45,40,50,45,45,45,50,50,45,45,50,50,45,3,30,50,124,22,2,1,5,12,0,16,0,,2,0,5,1
54578,SP,JACK ANKER,CLE,AAA,23,R,39,50,L,H,L,N,Normal,40,45,50,40,40,45,50,40,40,45,50,40,50,65,50,50,5,60,50,9,1,2,0,0,1,0,2,0,,0,0,0,0
20317,RP,JOE BARLOW,MIL,MLB,31,R,39,39,N,N,N,N,Normal,40,50,55,50,40,50,55,45,40,50,55,50,40,50,55,50,3,30,55,110,19,2,0,5,9,0,17,0,,1,0,1,0
31010,RP,JACOB BARNES,LAA,MLB,37,R,39,39,N,H,N,N,Normal,40,50,45,45,40,50,45,45,40,50,45,45,40,50,45,45,3,30,55,177,30,12,2,5,16,4,23,1,,2,0,4,2
50059,CL,CHARLIE BEILENSON,PIT,A+,27,R,39,41,N,N,N,N,Normal,45,50,50,45,45,50,45,45,50,50,50,45,50,55,50,50,4,25,45,39,7,2,0,1,1,1,9,1,,0,0,0,0
39606,RP,BRENNAN BERNARDINO,BOS,MLB,35,L,39,39,N,N,N,N,Normal,45,45,45,50,45,45,50,55,45,45,40,50,45,45,45,50,3,30,60,223,45,7,0,5,23,3,41,4,,3,0,2,1
22476,RP,PRELANDER BERROA,WSH,A+,27,R,39,39,N,L,N,N,Normal,50,35,50,45,50,35,50,45,50,35,55,50,50,35,50,50,2,35,45,95,10,3,1,10,13,0,21,1,,1,0,1,0
33852,RP,AKEEM BOSTICK,-,-,32,R,39,39,N,N,N,L,Normal,35,40,55,45,35,40,55,45,35,40,55,45,35,40,55,45,3,60,40,232,43,10,0,3,29,2,36,0,,0,0,9,0
42155,RP,JOSE BUTTO,CLE,MLB,29,R,39,39,N,N,N,N,Normal,50,40,60,45,50,40,55,45,50,40,65,50,50,40,60,50,3,25,35,173,27,8,0,4,28,1,32,1,,0,0,6,2
13692,RP,MAX CASTILLO,NYY,A+,28,R,39,41,N,N,N,N,Normal,40,50,50,45,35,45,50,45,40,50,55,50,40,65,50,50,2,50,45,156,21,9,1,10,12,1,19,0,,0,0,3,1
32174,RP,JT CHARGOIS,AZ,MLB,36,R,39,39,N,N,N,N,Normal,45,45,65,45,45,45,55,45,45,45,75,45,45,45,65,45,2,25,55,140,23,9,0,7,8,1,15,4,,1,0,3,1
257,RP,DYLAN COLEMAN,FW,MLB,31,R,39,39,N,N,N,N,Normal,55,25,55,50,50,25,55,50,55,25,60,55,55,25,55,50,3,25,45,129,21,4,0,0,25,0,33,3,,2,0,2,0
20704,RP,ROANSY CONTRERAS,NYY,AA,27,R,39,42,N,N,N,N,Normal,45,45,60,45,45,45,60,40,50,50,60,45,50,50,60,50,6,35,50,8,0,1,0,1,1,1,3,0,,0,0,0,0
42016,RP,JESUS CRUZ,COL,MLB,32,R,39,39,N,N,N,N,Normal,45,45,55,45,40,45,50,45,45,45,55,50,45,45,55,45,2,30,50,139,27,4,0,7,8,0,36,1,,1,0,4,1
40551,RP,YOVANNY CRUZ,HOU,MLB,28,R,39,39,N,N,N,N,Normal,50,40,45,45,50,40,45,45,50,40,50,45,50,45,45,45,3,30,45,39,7,0,0,2,4,0,6,1,,0,0,0,1
40591,RP,MICAH DALLAS,CIN,AAA,27,R,39,42,N,L,N,N,Normal,45,55,55,45,40,50,50,45,45,55,55,50,50,55,55,45,4,35,45,113,26,8,1,3,3,0,27,0,,1,0,3,0
50439,RP,FRASER ELLARD,WSH,AA,29,L,39,40,N,N,N,N,Normal,50,35,50,50,55,40,55,55,50,35,50,45,55,40,50,50,4,25,60,56,10,2,1,2,2,0,15,0,,2,0,0,0
25116,RP,DURBIN FELTMAN,MIA,AA,30,R,39,39,N,H,N,N,Normal,40,50,55,45,40,50,55,45,40,50,55,45,40,50,55,45,2,30,50,49,5,3,0,0,6,0,13,0,,0,0,0,1
10,RP,KYLE FREELAND,COL,MLB,34,L,39,39,N,N,N,N,Normal,35,55,45,40,40,65,50,50,30,55,45,40,35,55,45,40,4,55,55,366,52,18,1,21,33,6,58,4,,2,0,6,1
52313,RP,DAVIAN GARCIA,NYM,AA,23,R,39,41,H,L,N,N,Normal,45,45,45,45,45,45,45,45,45,45,45,45,55,50,45,45,3,50,50,89,17,5,1,4,6,1,14,0,,0,0,2,0
31736,RP,AMIR GARRETT,ATL,MLB,35,L,39,39,N,N,N,N,Normal,50,35,45,45,60,40,50,50,50,35,45,45,50,35,45,45,2,30,55,218,28,12,2,3,26,1,53,4,,1,0,4,0
21045,RP,IAN GIBAUT,SEA,MLB,33,R,39,39,N,N,N,N,Normal,45,45,45,50,45,45,40,50,45,45,45,50,45,45,45,50,3,30,50,178,25,4,2,3,15,1,42,4,,2,0,6,2
33759,RP,CHAD GREEN,STL,MLB,36,R,39,39,N,N,N,N,Normal,45,50,60,45,45,55,55,45,45,50,60,45,45,50,60,45,2,25,40,96,7,4,1,3,9,0,20,1,,0,0,3,0
35004,RP,RYAN HENDRIX,-,-,32,R,39,39,N,H,N,N,Normal,45,40,55,50,40,40,55,50,45,40,55,55,45,40,55,50,3,25,70,145,19,10,0,4,19,1,22,0,,1,0,2,1
49991,RP,CONNOR HOLDEN,FW,MLB,29,R,39,42,H,N,H,N,Normal,45,50,55,45,40,50,50,45,45,50,55,50,45,65,55,55,3,30,45,57,5,1,0,2,4,1,17,0,,1,0,3,0
30448,RP,LUKE JACKSON,NYY,MLB,36,R,39,39,N,H,H,H,Fragile,50,45,45,45,45,45,45,40,50,45,45,45,50,45,45,45,3,30,55,89,12,4,0,3,9,0,26,1,,1,0,2,0
21989,CL,MARCO JIMENEZ,STL,A+,27,R,39,42,N,H,L,N,Normal,50,35,55,50,45,35,50,45,50,40,55,50,55,40,55,55,4,30,45,41,7,3,0,1,7,0,8,0,,0,0,1,0
39023,RP,JARED JOHNSON,HOU,A+,26,R,39,39,N,H,N,N,Normal,45,30,55,60,45,30,50,50,50,30,55,65,55,30,55,60,3,35,50,121,19,6,0,5,22,1,15,3,,1,0,1,0
52195,RP,LANDRY JURECKA,COL,AAA,24,R,39,46,L,H,L,N,Normal,40,45,50,45,40,45,45,45,40,45,50,45,45,55,50,55,3,55,50,15,2,0,0,1,0,0,2,0,,0,0,1,0
20574,RP,JAMES KARINCHAK,TUC,MLB,31,R,39,39,N,N,N,N,Normal,55,35,55,45,50,35,55,45,55,35,50,45,55,35,55,45,2,30,50,136,24,2,1,6,12,2,27,1,,1,0,5,0
48282,RP,CHRIS KEAN,KC,AAA,25,R,39,39,N,N,N,N,Normal,55,50,55,35,50,50,50,30,60,50,55,40,55,50,55,35,2,30,45,5,1,0,0,0,0,0,0,0,,0,0,0,0
33990,RP,RAY KERR,CWS,MLB,33,L,39,39,N,N,N,N,Normal,55,40,45,45,60,40,45,45,55,40,45,45,55,40,45,45,3,25,50,57,8,1,2,1,5,0,10,1,,0,0,1,0
34986,RP,TYLER KINLEY,SD,MLB,36,R,39,39,N,N,N,N,Normal,50,45,45,45,50,45,40,40,50,45,50,45,50,45,45,45,2,30,40,164,26,6,1,4,22,1,28,0,,1,0,0,0
20308,RP,JOEL KUHNEL,TUC,MLB,32,R,39,39,N,N,N,H,Normal,35,60,50,50,30,55,50,45,40,65,50,55,35,60,50,50,5,30,45,107,14,4,1,5,9,1,18,1,,0,0,2,0
48420,RP,ANDREW LANDRY,KC,AA,25,R,39,39,N,N,N,N,Normal,40,40,50,50,40,35,50,45,40,40,50,50,45,40,50,50,4,55,45,61,11,1,0,1,8,0,5,0,,1,0,0,0
31466,RP,DEREK LAW,-,-,37,R,39,39,N,H,N,N,Normal,40,45,45,50,40,45,45,50,40,45,45,50,40,45,45,50,5,30,55,156,27,8,1,5,8,0,26,1,,0,0,3,1
55053,RP,DAVID LORDUY,HOU,MLB,23,R,39,39,N,N,N,N,Normal,40,50,55,45,40,50,50,45,40,50,55,45,45,50,55,45,3,40,45,129,19,6,1,4,12,2,26,1,,1,0,2,0
34916,RP,TIM MAYZA,KC,MLB,35,L,39,39,N,N,N,N,Normal,35,50,50,55,35,50,55,55,35,50,45,50,35,50,50,55,2,25,55,32,7,3,0,1,0,0,5,0,,0,0,0,1
30645,RP,RAFAEL MONTERO,-,-,36,R,39,39,N,N,H,N,Normal,45,45,45,50,40,40,45,45,45,45,50,50,45,45,45,50,4,25,55,126,23,3,0,2,14,1,31,1,,4,0,2,1
9421,RP,DAURI MORETA,-,-,31,R,39,39,N,N,N,N,Normal,50,45,55,35,45,45,55,25,60,50,60,40,50,45,55,35,2,25,50,86,14,1,0,3,6,0,24,0,,0,0,2,1
43657,RP,HAYDEN MULLINS,LAA,A+,27,L,39,40,N,N,N,N,Normal,50,45,50,45,50,45,55,45,50,45,50,45,55,45,50,45,3,45,50,64,14,2,0,4,6,0,10,0,,1,0,3,0
32395,RP,STEVEN OKERT,FW,MLB,36,L,39,39,N,H,N,N,Normal,50,50,55,40,50,50,60,45,45,45,55,40,50,50,55,40,3,25,50,254,39,16,1,5,30,9,42,9,,4,0,5,0
21256,RP,JON OLCZAK,LAA,MLB,33,R,39,39,N,H,N,H,Normal,40,50,50,50,40,50,50,45,45,50,55,50,40,50,50,50,3,30,45,146,26,11,1,5,15,2,27,1,,3,0,3,1
21289,RP,KALEB ORT,TOR,MLB,35,R,39,39,N,N,N,N,Normal,50,45,50,40,45,45,45,35,50,45,50,45,50,45,50,40,3,30,45,122,21,2,1,5,9,1,26,0,,1,0,1,2
49013,RP,WALTER PENNINGTON,ATL,MLB,29,L,39,40,N,N,N,N,Normal,45,45,55,50,50,45,55,55,45,45,50,50,50,45,55,55,3,30,50,49,7,1,0,2,2,0,14,0,,0,0,0,0
45765,RP,LUIS PERALES,FW,AAA,24,R,39,40,N,N,N,N,Fragile,50,40,50,45,50,40,45,45,55,40,50,45,55,40,50,45,4,40,50,138,25,4,1,8,19,1,20,2,,1,0,4,1
1418,RP,ANDERSON PILAR,TOR,MLB,29,R,39,39,N,N,N,N,Normal,45,45,50,45,45,45,50,45,45,45,50,50,45,45,50,45,3,30,50,83,14,1,0,6,9,0,14,0,,1,0,1,0
30352,RP,ERASMO RAMIREZ,MIN,MLB,37,R,39,39,N,N,N,N,Normal,40,55,45,45,40,55,45,45,40,55,45,45,40,55,45,45,3,35,60,282,49,14,0,12,18,0,50,2,,2,0,3,1
30682,RP,EDUARDO RODRIGUEZ,AZ,MLB,34,L,39,39,N,N,N,N,Fragile,50,55,50,35,50,55,50,40,45,55,45,35,50,55,50,35,5,40,55,276,40,14,2,10,20,2,73,2,,1,2,0,1
33448,RP,TAYLOR ROGERS,MIN,MLB,36,L,39,39,N,L,N,N,Normal,55,45,50,45,60,45,55,50,50,45,45,40,55,45,50,45,2,25,55,124,23,5,0,5,15,2,30,1,,0,0,3,1
53462,RP,CHRIS ROYCROFT,COL,MLB,30,R,39,39,N,N,N,N,Normal,45,40,50,55,35,40,50,45,45,40,55,60,45,40,50,55,3,30,45,5,1,0,0,0,1,0,0,0,,0,0,0,0
29688,RP,CASEY SADLER,CLE,MLB,37,R,39,39,N,N,N,N,Normal,45,55,50,45,40,55,50,45,45,55,50,45,45,55,50,45,3,30,55,111,16,6,0,5,8,3,23,4,,1,0,3,2
27054,RP,NICK SANDLIN,TUC,MLB,30,R,39,39,H,N,N,N,Normal,50,40,70,45,45,40,60,40,55,40,80,45,50,40,70,45,3,25,40,119,16,5,0,8,8,0,25,1,,0,0,0,0
20872,RP,REIVER SANMARTIN,TUC,MLB,31,L,39,39,N,H,N,N,Normal,40,45,45,50,45,50,50,60,40,45,45,50,40,45,45,50,4,35,55,243,38,7,1,5,33,7,39,4,,0,0,3,2
31616,RP,TAYLER SCOTT,CWS,MLB,35,R,39,39,N,N,N,N,Normal,50,40,55,45,45,40,50,45,50,45,55,50,50,40,55,45,3,25,55,79,6,2,0,3,10,2,22,0,,1,0,2,0
32707,RP,PAUL SEWALD,SEA,MLB,37,R,39,39,N,N,N,N,Normal,50,50,60,40,50,50,55,40,50,50,65,45,50,50,60,40,2,30,55,233,30,11,0,5,25,5,51,3,,5,0,5,1
45616,RP,CARSON SEYMOUR,STL,MLB,28,R,39,39,N,N,N,N,Normal,40,45,50,50,40,45,45,50,40,45,50,50,40,45,50,50,5,35,45,230,38,9,1,4,19,1,46,3,,1,0,3,1
29591,RP,NOAH SYNDERGAARD,TUC,MLB,35,R,39,39,N,N,H,N,Normal,35,65,50,45,35,65,50,40,35,70,50,45,35,65,50,45,5,55,25,107,21,6,1,2,10,1,12,0,,0,0,3,2
47221,RP,CARLOS TORRES,BOS,AAA,26,R,39,43,N,N,N,N,Normal,40,45,55,50,40,45,50,45,45,45,55,50,50,50,55,50,4,35,40,70,9,4,0,3,7,0,15,4,,0,0,2,0
49731,RP,TYLER UBERSTINE,NYM,AA,28,R,39,39,N,L,H,H,Normal,45,50,50,45,45,45,45,45,50,50,50,45,50,50,50,45,4,35,40,121,22,5,0,7,10,0,21,0,,0,0,2,1
22102,RP,CARLOS VARGAS,NYY,A+,27,R,39,39,N,N,N,N,Normal,40,40,50,50,40,40,50,50,40,40,50,50,50,45,50,55,3,30,55,45,9,5,0,0,7,0,4,1,,0,0,2,0
1543,RP,ANDREW WANTZ,TUC,MLB,31,R,39,39,H,N,N,N,Normal,50,45,55,45,45,45,55,45,50,45,55,50,50,45,55,45,3,30,50,213,45,7,0,4,17,1,39,0,,2,0,5,2
43289,RP,AUSTIN WARREN,CWS,MLB,31,R,39,39,N,N,N,N,Normal,45,45,55,50,40,45,55,45,45,45,55,50,45,45,55,50,3,30,50,71,14,3,0,0,6,0,14,2,,1,0,2,0
24792,RP,OWEN WHITE,TOR,AA,28,R,39,39,N,N,N,N,Normal,45,45,50,45,45,45,45,45,45,45,50,45,45,45,50,50,6,35,50,162,19,10,1,4,13,2,39,1,,1,0,3,2
46589,RP,CASE WILLIAMS,MIA,AA,25,R,39,39,N,N,N,N,Normal,35,45,50,45,35,45,50,45,35,45,50,45,45,45,50,45,3,55,45,10,1,0,0,1,2,1,1,0,,0,0,1,0
24923,RP,JUSTIN WROBLESKI,PIT,MLB,27,L,39,39,N,L,N,N,Normal,50,45,55,40,50,50,55,40,45,45,55,40,50,45,55,40,5,50,55,63,7,1,0,6,8,0,10,0,,1,0,0,1
37874,RP,DOMINGO ACEVEDO,STL,MLB,33,R,38,38,N,N,N,N,Normal,45,50,55,40,45,50,50,40,45,50,55,45,45,50,55,40,2,35,50,35,3,3,1,2,7,0,7,0,,1,0,2,0
48904,RP,MASON ALBRIGHT,PIT,AAA,24,L,38,38,N,N,N,N,Normal,40,50,50,40,40,50,45,40,40,50,50,40,50,50,50,40,3,45,50,115,16,5,2,5,10,1,26,1,,1,0,1,0
53499,RP,PATRICIO AQUINO,FW,AAA,24,R,38,38,N,N,N,N,Normal,40,45,50,45,40,45,45,45,45,45,50,45,50,50,50,45,3,45,50,34,4,4,0,1,3,0,5,0,,1,0,0,1
32380,RP,ANTHONY BANDA,-,-,34,L,38,38,N,H,N,N,Normal,45,45,50,50,45,45,55,50,45,45,50,50,45,45,50,50,3,25,60,12,3,2,0,1,0,0,0,0,,0,0,0,0
35303,RP,CONNOR BROGDON,CLE,MLB,32,R,38,38,N,L,N,N,Normal,50,45,55,45,45,45,55,40,55,45,55,45,50,45,55,45,4,35,45,277,36,9,2,8,40,4,64,4,,5,0,6,0
44313,RP,LUIS CARRASCO,SEA,AA,25,R,38,38,N,N,N,N,Normal,40,45,50,45,40,45,50,40,40,45,50,45,45,45,50,45,5,50,55,20,0,1,0,3,3,0,4,0,,0,0,1,0
19849,RP,NICK DOMBKOWSKI,MIL,MLB,29,L,38,38,N,N,N,N,Normal,40,50,50,45,45,50,55,45,40,50,50,40,40,50,50,45,3,40,50,108,21,6,0,4,9,2,17,1,,1,0,0,0
50103,SP,TREY DOMBROSKI,FW,AA,26,L,38,39,L,L,N,N,Normal,40,55,50,40,45,55,50,45,40,55,50,40,45,60,50,45,4,45,55,110,15,3,0,8,10,1,21,0,,2,0,4,0
43529,RP,PABLO GARABITOS,HOU,AA,27,L,38,42,L,N,N,N,Normal,45,45,55,45,45,45,55,45,45,45,55,45,50,45,55,50,3,35,45,60,11,3,1,3,5,0,16,1,,0,0,2,0
49679,RP,JACKSON KELLEY,COL,MLB,27,R,38,40,N,L,H,H,Normal,50,45,50,45,45,45,45,40,55,45,55,50,55,50,50,45,3,35,40,8,0,0,0,0,0,0,3,0,,0,0,0,0
46541,RP,RONAN KOPP,TUC,AA,25,L,38,38,N,N,N,N,Normal,55,30,50,45,60,30,55,50,55,30,50,45,60,35,50,50,3,25,50,12,3,0,0,0,0,0,5,0,,1,0,0,0
34156,RP,MARK LEITER JR.,-,-,36,R,38,38,N,N,N,N,Normal,50,45,50,45,50,45,50,45,50,45,50,45,50,45,50,45,5,30,50,69,9,1,1,2,10,3,10,3,,1,0,3,1
53301,RP,JEFREM LEON,CWS,AA,25,R,38,38,N,N,N,N,Normal,40,45,55,45,35,45,55,45,40,45,55,50,45,45,55,50,4,50,50,17,1,1,0,1,1,0,3,0,,0,0,0,1
29335,RP,TYLER MATZEK,CLE,MLB,36,L,38,38,N,N,N,N,Fragile,45,40,50,50,45,40,55,55,45,40,50,45,45,40,50,50,2,30,50,53,14,5,0,0,5,0,7,1,,2,0,2,1
26537,RP,ERIK MILLER,KC,AAA,29,L,38,38,N,N,N,N,Normal,50,35,50,50,55,35,55,50,50,35,50,50,55,35,50,55,3,30,60,86,10,6,1,5,15,0,13,0,,3,0,2,0
20314,RP,ZACH MUCKENHIRN,TOR,MLB,32,L,38,38,N,L,N,N,Normal,35,50,50,50,40,50,55,60,35,50,50,50,35,50,50,50,2,30,60,9,2,0,0,0,2,0,1,0,,0,0,0,0
55138,RP,ALAIN PENA,DET,A+,24,R,38,40,N,N,N,N,Normal,45,40,50,45,40,35,50,45,45,40,50,45,50,40,50,45,4,55,55,15,3,2,0,2,1,0,1,0,,0,0,0,0
21229,RP,COLIN POCHE,KC,MLB,33,L,38,38,N,L,H,N,Normal,45,50,65,40,50,50,70,45,45,45,60,35,45,50,65,40,2,25,50,67,9,1,0,2,6,1,14,0,,1,0,0,0
29308,RP,BROOKS RALEY,HOU,MLB,39,L,38,38,N,H,H,N,Normal,45,45,50,55,50,45,55,65,45,45,50,50,45,45,50,55,4,30,65,133,18,10,0,3,27,6,19,2,,1,0,1,0
25939,SP,SCOTT RANDALL,-,-,29,R,38,38,N,N,N,N,Normal,45,50,55,40,45,50,55,40,45,50,55,40,45,50,55,40,4,50,40,125,19,11,0,7,12,1,23,0,,1,0,5,1
