ID,POS,Name,ORG,Lev,Age,HT,B,OVR,POT,WE,INT,Prone,BABIP,GAP,POW,EYE,K's,BA vL,GAP vL,POW vL,EYE vL,K vL,BA vR,GAP vR,POW vR,EYE vR,K vR,HT P,GAP P,POW P,EYE P,K P,C FRM,C ARM,IF RNG,IF ARM,OF RNG,OF ARM,SPE,STE,RUN
32455,2B,HSIN-CHI OU,TOR,R-,21,6' 0',Right,39,74,H,L,Normal,50,45,45,45,45,50,50,45,50,45,50,45,45,45,45,55,70,55,55,60,20,20,55,30,45,20,65,55,40
25785,RF,BRANDON OWERS,ATL,AA,24,6' 1',Left,39,39,N,N,Normal,50,40,45,40,45,50,40,45,40,45,50,40,45,40,45,50,45,45,40,50,20,20,25,40,55,60,40,45,50
35855,SS,SANTIAGO PAIZ,MON,R+,22,5' 11',Right,39,41,N,N,Normal,50,45,40,45,50,50,45,45,50,55,50,45,40,45,45,55,45,40,45,50,25,30,60,60,50,50,65,55,60
37394,RF,CHUN-SHENG PAN,-,-,26,6' 1',Right,39,41,N,N,Normal,50,40,45,45,45,50,45,45,45,45,50,40,45,45,45,50,40,50,50,45,20,20,20,35,55,60,30,40,45
41268,SS,DONG-WOOK PARK,HOU,AA,21,6' 5',Switch,39,49,H,N,Normal,45,45,55,35,40,45,45,60,40,45,45,45,55,35,40,70,50,55,45,50,20,20,65,70,50,65,35,35,25
34325,RF,SAWYER PATTERSON,SEA,AA,21,6' 4',Left,39,79,L,N,Normal,50,45,45,45,45,45,40,40,45,45,50,45,45,45,45,55,55,50,50,60,20,20,30,45,50,55,55,25,35
27852,SS,DAVE PELLER,PIT,R+,23,6' 1',Right,39,48,N,H,Normal,45,50,45,50,55,45,50,45,50,55,45,50,45,45,50,50,55,50,50,65,20,20,50,40,35,30,65,60,45
40629,C,FRANCISCO PERALES,Retired,-,30,6' 0',Right,39,39,N,N,Durable,40,40,45,40,40,40,40,45,40,40,40,40,45,40,40,40,40,45,40,40,65,50,30,45,30,45,30,45,40
39225,CF,CONNOR PETERS,BAL,AAA,24,6' 4',Left,39,53,H,N,Fragile,45,50,45,45,45,45,45,40,40,40,50,50,45,45,45,55,55,60,50,50,20,20,50,40,60,60,50,30,35
31832,C,SAMUEL PICARD,TB,A-,21,6' 1',Right,39,47,H,N,Durable,45,50,45,40,45,45,50,45,40,45,45,45,45,40,45,50,50,50,45,55,55,55,35,45,45,45,30,30,35
26980,3B,JERÓNIMO PINALES,STL,A+,22,6' 6',Left,39,45,N,L,Normal,45,45,50,40,45,45,45,45,30,40,50,50,55,40,45,55,55,55,40,45,25,25,50,70,35,70,40,40,25
34362,SS,ETHAN PINEGAR,FLA,AAA,23,6' 2',Switch,39,42,N,L,Normal,50,45,45,40,35,45,40,40,35,30,50,45,45,40,35,50,55,55,45,35,20,20,70,60,60,50,65,50,70
33733,2B,MINEIRO PIÑON,FLA,AAA,22,6' 3',Right,39,48,N,N,Normal,50,50,45,45,45,50,50,45,50,45,50,45,45,45,45,50,55,55,50,45,20,20,65,40,30,40,55,45,20
36131,2B,P.J. PLOWDEN,TB,AAA,25,5' 11',Switch,39,39,N,N,Normal,50,45,50,50,50,50,45,45,50,50,50,45,50,50,50,50,45,50,55,55,20,20,40,65,35,40,50,30,35
37325,RF,STEPHEN POOLE,PIT,A+,27,6' 3',Left,39,39,N,N,Normal,60,50,25,30,55,55,45,25,30,50,65,50,30,30,55,60,50,25,30,55,20,20,35,35,50,60,25,20,25
33808,1B,MOSTAFA PRAPHAT,KCM,R+,22,6' 4',Right,39,48,N,N,Normal,50,45,45,45,45,50,45,45,45,50,50,45,45,45,45,65,45,45,45,50,20,20,40,30,35,30,25,20,20
31795,1B,JOÃO PRATES,-,-,25,6' 1',Left,39,39,N,N,Normal,45,50,55,45,40,45,45,45,45,35,45,55,60,50,40,45,50,55,45,40,20,20,45,65,35,60,40,35,35
19989,LF,STEVEN PREVATT JR.,HOU,AA,23,6' 3',Left,39,49,N,N,Normal,50,50,45,40,45,50,50,45,40,45,50,50,45,40,45,55,50,50,50,65,20,20,50,30,55,40,65,75,70
34280,SS,JIMMY PUGH,ATL,AA,21,6' 1',Right,39,39,N,H,Durable,45,45,50,35,45,45,45,50,35,50,45,45,45,35,45,45,45,50,40,50,20,20,60,65,25,60,50,55,55
28512,2B,CARLOS RAMOS,CWS,AAA,24,5' 11',Right,39,71,N,N,Normal,50,50,50,40,50,50,50,50,40,50,50,50,50,40,50,50,70,70,40,65,20,20,50,45,45,30,65,20,30
24227,DH,YOEL RAMOS,ARI,R+,22,6' 2',Switch,39,46,H,N,Fragile,45,45,40,45,45,45,45,35,40,45,45,45,40,45,50,50,50,50,45,55,20,20,45,35,50,35,45,55,40
35957,3B,SIMONE RAMSARAN,COL,A+,21,6' 3',Right,39,48,H,N,Normal,45,40,55,45,35,45,40,60,45,40,45,40,55,45,35,50,50,80,55,35,25,25,55,60,50,55,30,25,25
14064,SS,SANTIAGO RAMÍREZ,CHC,A-,24,6' 3',Right,39,42,N,N,Normal,45,45,45,40,50,45,45,45,45,55,45,45,45,40,50,45,45,50,50,50,20,20,65,60,50,65,60,55,55
32077,RF,SHAFAN REGEV,NYM,A+,26,6' 2',Switch,39,54,H,N,Fragile,40,50,60,35,40,40,55,70,40,40,40,50,60,35,40,50,60,70,40,50,20,20,50,50,55,60,40,30,55
37806,SS,KEN RICHARDS,Retired,-,29,6' 4',Right,39,39,N,N,Durable,50,45,35,50,45,50,45,35,50,45,50,45,35,45,45,50,45,35,50,45,25,20,65,70,60,70,60,60,55
34744,3B,HENRY RICHARDSON,CHC,MLB,34,6' 1',Right,39,39,H,N,Normal,40,45,40,65,35,40,45,40,65,35,40,45,40,65,35,40,45,40,65,35,20,20,60,80,25,70,60,65,80
41154,2B,HECTOR RODRÍGUEZ,Retired,-,40,6' 4',Right,39,39,N,H,Durable,45,50,50,50,45,45,50,55,50,45,45,50,50,50,45,45,50,50,50,45,20,20,45,20,35,20,30,40,40
37051,SS,MARCO RODRÍGUEZ,-,-,26,6' 0',Switch,39,39,H,N,Normal,55,45,50,40,45,55,45,50,40,45,55,45,50,40,45,55,45,50,40,45,20,20,45,45,35,70,70,50,55
40499,LF,WAGNER RODRÍGUEZ,-,-,25,6' 1',Left,39,39,N,N,Normal,45,45,45,50,50,45,45,45,50,50,45,45,50,50,50,50,45,45,50,55,20,20,40,30,45,40,50,50,60
23845,SS,BO ROJO,KCR,AAA,22,6' 3',Right,39,42,N,N,Normal,50,45,40,45,45,50,45,40,45,40,50,45,45,45,45,55,50,50,55,45,20,20,70,50,35,55,45,40,25
27395,CF,MELVIN ROSAS,TB,A+,27,6' 3',Left,39,40,N,N,Normal,50,40,50,45,45,50,40,50,45,45,50,40,50,45,45,55,40,50,45,50,20,20,35,30,50,40,35,25,50
29982,SS,ISAAC ROSE,LAD,A-,20,6' 3',Right,39,54,N,N,Fragile,50,45,45,40,45,50,45,50,40,45,50,45,45,40,45,55,50,55,50,55,20,20,65,65,50,55,35,40,45
38853,RF,KAREL ROSENBERG,CHC,A+,25,6' 6',Left,39,39,N,N,Durable,50,35,40,40,50,50,35,35,40,45,50,40,40,45,50,50,40,40,40,50,20,20,25,50,55,70,65,60,75
18571,3B,CHIP ROTHE,DET,A+,23,6' 1',Right,39,42,N,N,Normal,45,45,50,45,45,45,45,50,45,45,45,45,50,45,45,50,45,55,45,50,20,20,55,50,45,40,65,60,65
40058,C,JAVIERO RUIZ,-,-,34,6' 3',Right,39,39,H,N,Normal,40,40,45,45,45,40,40,45,50,45,40,40,45,45,45,40,40,45,45,45,60,45,30,50,35,50,25,40,30
40905,RF,TOM RUSK,BOS,AA,25,6' 2',Left,39,43,H,N,Normal,45,55,40,45,45,40,50,40,45,45,45,55,40,45,45,50,55,50,50,50,20,20,35,55,60,60,75,50,60
39053,CF,YUN-CHAN RYU,KT,INT,26,6' 1',Right,39,40,N,H,Normal,50,45,35,45,50,50,45,35,45,50,50,45,30,45,50,50,45,35,45,55,20,20,40,40,65,50,50,55,60
39100,SS,DISNU SAHAY,BAL,AAA,25,6' 0',Right,39,46,N,N,Fragile,50,45,40,40,45,50,45,45,45,45,45,45,40,40,45,50,55,50,45,55,20,20,65,65,45,65,45,35,40
29397,RF,PIPI SANO,-,-,26,6' 2',Right,39,39,L,N,Normal,40,35,40,45,50,40,35,40,45,50,40,35,40,45,50,40,35,40,45,50,20,20,30,50,65,60,55,45,75
40494,1B,JOSÉ ÁNGEL SERNA,CLE,R-,22,6' 4',Right,39,43,N,N,Normal,45,45,45,35,55,50,45,50,35,60,45,45,45,35,55,50,45,50,40,60,20,20,55,35,30,25,20,20,45
12082,2B,HENRY SLAUGHTER,-,-,35,6' 3',Right,39,39,H,N,Fragile,40,40,50,70,40,40,45,50,80,40,40,40,50,70,35,40,40,50,70,40,20,20,55,55,35,45,30,25,35
37472,SS,LOGAN SLEDGE,TEX,AAA,25,6' 0',Right,39,42,H,N,Durable,50,40,35,45,50,50,40,35,45,50,50,40,35,45,50,55,45,40,50,50,20,20,60,55,25,40,55,55,65
30217,2B,PETE SMYRL,Retired,-,32,6' 1',Right,39,39,N,L,Durable,35,50,45,70,50,35,50,45,80,50,35,50,45,70,50,35,50,45,70,50,20,20,55,65,45,55,40,60,45
30689,2B,WOODROW SOTO,-,-,25,6' 1',Right,39,39,N,N,Durable,50,50,40,45,55,50,50,40,45,60,50,45,40,45,55,50,50,40,45,55,20,20,55,40,25,55,50,30,25
30875,LF,CHRIS SPURLOCK,Retired,-,36,5' 11',Left,39,39,H,N,Iron Man,40,60,50,70,35,40,50,45,60,35,45,65,50,75,35,40,60,50,70,35,20,20,20,30,55,45,60,60,60
19053,LF,ETHAN STARK,MON,AA,34,6' 3',Left,39,39,H,H,Fragile,45,50,50,50,45,45,45,45,45,45,50,50,50,50,45,45,50,50,50,45,20,20,35,45,45,70,35,30,35
36529,DH,JAYCE STEINMETZ,CHC,A-,21,6' 2',Right,39,52,H,H,Normal,45,45,40,40,45,45,45,40,40,45,45,45,40,40,45,55,50,55,50,60,20,20,35,45,45,50,45,20,25
20208,CF,MOODY STEVENS,STL,R+,22,6' 1',Left,39,45,H,N,Normal,65,45,40,40,40,60,45,40,40,35,65,45,45,40,40,65,55,50,45,45,20,20,55,45,60,60,75,45,65
36380,1B,JOHN STICE,ATL,AA,22,6' 2',Right,39,67,N,N,Durable,45,45,55,55,35,45,45,55,55,35,45,45,55,55,30,50,50,80,80,35,20,20,35,40,50,45,35,40,30
27903,SS,JUDD STITT,SEA,AAA,26,6' 2',Right,39,41,L,L,Normal,45,45,30,55,50,45,45,30,55,50,45,45,30,50,50,45,45,30,55,75,20,20,70,60,50,65,75,55,75
30601,3B,COLTON STRIBLING,Retired,-,31,6' 0',Right,39,39,H,N,Iron Man,50,50,25,35,55,50,50,25,35,55,50,50,25,35,55,50,50,25,35,55,20,20,45,65,30,65,35,35,60
40571,CF,VENANCIO SÁNCHEZ,-,-,26,5' 11',Left,39,40,H,N,Normal,50,45,25,40,55,45,45,25,40,55,50,45,25,40,55,50,45,25,40,60,20,20,60,45,65,65,60,60,65
30988,SS,MASON TALLMAN,PIT,AA,25,6' 2',Switch,39,39,N,N,Fragile,45,45,45,40,40,45,45,45,40,40,45,45,45,40,40,50,50,45,45,40,20,20,60,70,25,70,70,40,40
39334,RF,AKIRA TANAKA,Retired,-,28,6' 0',Left,39,39,L,L,Durable,45,40,40,50,40,45,40,40,50,40,45,45,40,50,40,45,40,45,50,40,20,20,30,40,65,60,45,70,75
21177,2B,RICARDO TAPIA,SEA,AA,23,6' 2',Right,39,42,N,N,Durable,50,45,45,45,45,50,45,45,45,45,50,45,45,45,45,50,50,55,45,45,20,20,60,55,45,55,50,40,20
25710,2B,EVAN THOMPSON,Retired,-,37,5' 9',Switch,39,39,L,L,Iron Man,45,65,45,40,60,45,55,40,35,55,50,70,45,40,60,45,65,45,40,60,20,20,45,55,40,55,45,60,70
26417,3B,HARVEY THOMPSON,ARI,A+,24,6' 3',Right,39,48,N,N,Normal,50,55,45,45,45,50,55,45,45,45,50,55,45,45,45,50,55,50,45,65,20,20,45,55,55,55,65,60,65
37198,1B,REX THOMPSON,WAS,A+,26,6' 3',Right,39,62,N,L,Normal,50,40,45,50,45,50,40,45,50,45,50,40,45,50,45,55,50,55,50,70,20,20,30,50,25,30,30,45,30
29272,3B,JORDAN TRAPP,HOU,AA,24,6' 6',Left,39,39,N,N,Normal,45,45,45,45,45,45,45,40,40,45,45,45,45,45,45,45,45,45,45,45,20,20,60,70,35,60,45,25,20
29915,SS,ELI TUFUI,MIL,A-,25,6' 2',Left,39,47,N,N,Normal,50,50,40,45,55,50,50,40,45,50,50,50,40,45,55,55,55,40,45,75,20,20,50,45,30,65,45,45,60
24823,SS,JAKE TURI,MIL,AA,24,6' 2',Right,39,47,H,N,Normal,45,50,40,45,45,45,50,40,45,45,45,45,40,45,45,45,50,50,45,70,20,20,70,70,50,70,55,50,65
23862,C,OLLIE VALADON,FLA,A+,23,6' 2',Right,39,42,N,N,Normal,45,50,40,30,50,45,50,40,30,50,45,50,40,30,50,45,50,40,35,60,40,60,35,55,35,35,30,30,40
30362,SS,ETHAN VAN RIPER,KCM,AA,30,6' 7',Left,39,39,L,N,Normal,35,40,35,60,40,35,40,35,50,40,35,45,40,70,40,35,40,35,60,40,20,20,75,55,45,45,55,65,60
34602,C,ELDRIC VAN SANDT,-,-,25,6' 5',Left,39,39,N,N,Normal,50,45,45,50,30,50,40,40,50,25,50,45,45,50,30,50,45,45,50,30,60,55,35,50,25,35,30,40,25
13137,2B,JOEL VANDER MAY,Retired,-,29,6' 3',Right,39,39,H,N,Durable,50,45,40,45,45,50,45,40,45,45,50,45,40,45,45,50,45,45,45,45,20,20,60,35,55,25,55,55,75
7998,2B,MATEO VARGAS,Retired,-,32,5' 10',Right,39,39,H,H,Iron Man,35,45,40,50,65,35,45,45,55,70,35,40,40,50,60,35,45,40,50,65,20,20,65,60,20,50,50,65,65
38886,2B,DYLAN VERA,PHI,AA,21,6' 0',Right,39,43,N,N,Normal,45,45,40,35,45,50,50,40,40,50,45,45,40,35,45,50,50,50,45,55,20,20,70,60,45,50,55,50,65
14152,LF,RODRIGO VIDAURRI,CHC,A-,23,6' 2',Left,39,43,N,H,Durable,50,45,45,45,50,50,45,40,40,45,50,50,45,45,50,50,45,50,45,60,20,20,45,40,55,60,40,45,50
30915,C,JAYDEN VIVIANO,NYM,A+,25,5' 9',Left,39,39,H,N,Normal,50,40,20,40,65,50,40,20,35,60,50,40,20,40,65,50,45,20,40,65,60,30,35,35,30,35,25,20,25
37128,CF,MARTIN VOGES,-,-,27,6' 5',Left,39,39,N,N,Normal,45,50,40,40,50,45,50,40,35,50,45,55,40,40,50,50,55,40,40,50,20,20,45,35,60,50,60,60,70
36761,2B,DAMONE WALTHOUR,-,-,26,6' 0',Right,39,39,N,N,Normal,40,40,45,30,50,40,40,45,30,50,40,40,45,30,50,45,45,45,35,50,20,20,70,45,55,40,80,75,80
32827,1B,ELIAS WHIPKEY,-,-,25,6' 3',Switch,39,45,H,N,Normal,40,40,50,55,40,40,35,45,45,40,40,40,55,55,45,40,40,60,55,50,20,20,50,55,35,55,20,20,20
29186,C,ALEX WILLMS,PIT,R+,23,6' 7',Left,39,47,N,N,Fragile,40,35,40,45,45,40,35,35,40,40,40,40,40,45,45,50,40,50,45,50,65,55,35,45,35,50,30,35,30
36895,SS,DAMIEN WOODS,COL,A+,27,6' 2',Right,39,40,L,L,Fragile,40,45,25,45,70,40,45,25,45,75,40,45,25,45,70,40,45,25,45,70,20,20,70,60,60,60,50,55,65
26905,RF,SCOTT WOOLDRIDGE,TOR,A+,24,6' 6',Left,39,46,H,N,Normal,50,40,40,45,45,50,40,40,45,45,50,40,40,45,45,60,45,50,45,65,20,20,50,35,60,55,50,35,50
35546,LF,KIKUJI YAMAMOTO,Retired,-,38,6' 2',Right,39,39,N,L,Iron Man,45,50,45,50,50,45,60,50,55,50,45,50,45,50,50,45,50,45,50,50,20,20,35,30,45,45,55,70,65
20317,RF,DYLAN YOO,KCR,A-,22,6' 4',Left,39,54,H,N,Normal,50,45,45,45,45,50,45,45,45,45,50,45,45,45,45,50,45,65,50,50,20,20,30,50,50,60,50,45,50
20871,RF,LORENZO ZAMBRANO,SF,AA,23,6' 3',Right,39,68,N,N,Fragile,40,45,45,40,45,40,45,45,45,45,40,45,45,40,45,55,55,55,45,70,20,20,50,55,60,70,70,35,65
35917,LF,PAOLO ZITO,NYY,A+,27,6' 1',Left,39,54,H,N,Durable,45,45,50,45,50,45,45,50,40,50,45,45,55,45,50,75,55,55,50,50,20,20,25,45,40,55,55,45,60
31651,2B,GUANG ZU,WAS,A-,25,6' 5',Left,39,39,N,N,Normal,50,55,25,50,55,50,55,25,45,50,50,55,25,50,55,50,55,25,50,60,20,20,65,60,35,55,55,55,55
38691,LF,BENICIO ABREU,SEA,A+,25,6' 4',Switch,38,38,H,N,Normal,45,40,50,45,40,45,40,50,45,40,50,40,50,45,40,50,40,50,50,45,20,20,25,45,50,55,35,35,30
37039,C,PIERO ABREU,FLA,A+,23,6' 7',Right,38,57,N,N,Normal,45,40,40,40,30,45,40,45,40,30,45,40,40,40,25,55,45,65,55,30,60,65,30,55,30,55,25,20,25
28064,LF,THEODORE ADAMS,FLA,AAA,24,6' 3',Left,38,38,L,N,Normal,50,50,50,50,45,45,50,45,45,45,50,50,50,50,45,50,50,50,50,50,20,20,30,35,45,45,25,40,45
34682,3B,TETSUO AKAGI,Retired,-,35,6' 2',Left,38,38,H,N,Iron Man,50,45,45,50,35,50,40,45,45,35,50,45,45,50,35,50,45,45,50,35,20,20,40,75,40,65,25,25,30
13778,LF,LEONARDO ALANIS,-,-,24,6' 0',Left,38,40,N,N,Normal,45,45,45,40,45,45,45,40,40,45,45,45,45,40,45,50,45,50,40,50,20,20,50,40,60,55,65,50,35
24228,LF,PABLO ALCANTARA,PHI,A+,22,5' 11',Left,38,38,N,N,Normal,50,40,45,45,50,50,40,45,45,45,50,40,50,45,55,50,40,50,45,50,20,20,35,25,40,40,45,30,20
27747,C,JULIAN ALVAREZ,-,-,24,6' 4',Right,38,38,H,N,Normal,45,35,45,40,40,45,35,45,40,40,45,35,45,40,40,45,35,50,40,45,60,45,30,45,30,40,25,20,20
29606,RF,ALEX ANDRADE,Retired,-,35,6' 3',Switch,38,38,N,H,Iron Man,45,60,50,50,25,45,65,50,55,25,45,60,50,50,25,45,60,50,50,25,20,20,45,65,50,75,30,35,25
32550,LF,LOU AVILES,SD,A+,25,6' 1',Right,38,46,N,L,Normal,50,50,45,45,50,55,50,50,45,55,50,45,45,40,50,55,50,60,45,50,20,20,40,20,50,40,50,40,35
19751,2B,TOMMIE BAIN,Retired,-,35,6' 0',Right,38,38,N,N,Iron Man,45,45,45,55,45,45,50,50,60,45,45,45,45,55,45,45,45,45,55,45,20,20,45,40,25,30,50,50,55
38874,C,RUI BAN,-,-,27,6' 3',Left,38,46,L,N,Iron Man,35,45,50,50,45,35,40,45,45,45,35,45,50,50,45,50,45,55,50,50,50,55,30,35,40,40,25,25,20
39398,2B,HERB BARCENAS,PHI,AA,22,5' 11',Right,38,45,N,L,Normal,55,50,40,40,50,55,50,40,40,55,55,45,40,40,50,55,50,50,45,55,20,20,50,30,25,20,50,55,50
19515,LF,CLAUDELL BELLINGER,DET,AA,23,6' 6',Left,38,48,N,N,Normal,45,45,45,45,50,45,45,45,45,50,45,45,45,45,50,50,50,55,50,55,20,20,55,25,60,45,60,50,50
40537,LF,DUVÁN BELTRE,-,-,25,5' 11',Left,38,40,H,N,Durable,40,45,40,55,50,40,40,35,50,50,45,45,40,60,55,50,45,40,55,55,20,20,50,35,60,50,60,40,60
36633,C,GIANNI BENÍTEZ,BOS,WL,30,6' 0',Right,38,38,H,N,Durable,35,25,35,45,40,35,30,40,45,45,35,25,35,45,40,35,25,35,45,40,70,50,25,40,30,40,20,25,20
37270,LF,TROY BERKMAN,-,-,26,6' 0',Left,38,38,N,H,Normal,50,45,40,50,55,50,45,35,45,55,50,50,40,50,55,50,50,40,50,60,20,20,30,35,45,45,45,25,45
35099,CF,TODD BERLING,Retired,-,30,6' 5',Left,38,38,N,N,Iron Man,35,45,50,65,30,35,40,45,55,30,35,45,50,65,30,35,45,50,65,30,20,20,60,35,70,55,40,30,45
40421,LF,KEVIN BIRK,NYY,A-,22,6' 2',Right,38,56,H,N,Normal,45,55,50,50,30,45,55,50,50,30,45,55,50,50,30,55,80,80,55,30,20,20,50,45,60,55,65,55,65
32438,LF,GUSTAVO BORJA,Retired,-,34,6' 0',Left,38,38,H,N,Iron Man,45,45,35,45,50,45,40,30,45,50,45,45,35,50,50,45,45,35,45,50,20,20,45,40,60,60,65,65,75
18644,3B,BILL BROSAM,BAL,AA,23,6' 4',Right,38,53,N,L,Durable,50,50,45,45,45,50,50,45,45,45,50,50,45,45,45,60,60,55,45,50,30,25,50,55,40,45,40,35,40
29351,2B,RASHARD BROWNING,-,-,33,6' 3',Right,38,38,N,H,Normal,50,45,50,50,50,50,45,50,50,50,50,45,50,50,50,50,45,50,50,50,20,20,40,35,40,25,35,45,35
35991,3B,FRANCISCO CARRIZALES,ANA,R+,21,6' 0',Right,38,53,N,N,Durable,50,45,40,45,45,50,50,45,50,45,50,45,40,45,45,55,65,55,50,50,20,20,50,65,40,55,40,30,25
31019,2B,CHE CASAS,MIN,A+,24,6' 4',Right,38,42,N,N,Normal,55,50,45,45,50,55,50,50,45,55,50,50,45,45,50,55,50,50,45,55,20,20,55,40,40,60,60,50,50
35282,CF,MARCO CASTILLO,Retired,-,36,6' 2',Right,38,38,N,N,Iron Man,55,50,35,40,55,55,50,40,40,55,55,50,35,40,50,55,50,35,40,55,20,25,30,45,50,55,65,65,80
39124,CF,VIRISIMO CASTILLO,CHC,R+,20,6' 0',Right,38,52,H,H,Durable,50,55,40,40,45,50,55,45,40,45,50,55,40,40,45,50,80,50,45,55,20,20,45,60,65,65,70,55,60
34457,SS,V.A. CHAUHAN,ATL,AA,21,5' 10',Right,38,48,H,N,Normal,50,50,40,40,45,50,50,40,40,45,50,50,40,40,45,50,55,55,45,55,20,20,65,60,50,65,65,65,65
6005,RF,YUL CHOI,KIW,INT,29,6' 1',Right,38,39,N,N,Fragile,55,45,45,45,40,55,50,45,45,40,55,45,45,45,40,55,50,50,50,45,20,20,30,35,55,45,35,60,35
2372,3B,SEUNG-YUN CHON,Retired,-,33,6' 3',Right,38,38,N,N,Iron Man,40,40,50,50,50,40,40,50,50,50,40,40,45,50,50,40,40,50,50,50,20,20,50,55,30,50,30,35,30
19196,C,WON-WOO CHWA,Retired,-,31,6' 0',Left,38,38,L,L,Durable,40,35,40,50,40,40,30,35,45,40,40,35,40,50,40,40,35,40,50,40,60,55,20,30,30,35,35,35,40
15659,CF,ERICK COCHRAN,PHI,AA,32,6' 3',Left,38,38,N,N,Iron Man,40,55,45,40,50,40,45,40,35,45,45,55,45,40,50,40,55,45,40,50,20,20,35,55,60,65,60,65,65
34527,RF,SIEBE COERS,-,-,26,5' 10',Right,38,38,H,H,Normal,45,45,40,50,45,50,45,40,50,45,45,45,40,50,45,50,45,40,50,50,20,20,25,35,50,55,30,30,20
38638,RF,ROBERTO CORONADO,-,-,25,6' 3',Left,38,39,N,N,Normal,50,45,45,45,50,50,45,45,45,50,50,45,45,45,50,50,45,45,45,50,20,20,25,35,55,50,30,40,30
40611,LF,ADRIÁN CORRAL,-,-,24,6' 6',Left,38,40,H,N,Normal,40,40,50,45,50,40,35,50,45,50,40,40,55,45,50,40,40,50,45,55,20,25,30,50,60,60,75,75,80
32184,2B,ALEXANDER DAGGETT,CWS,A+,23,6' 3',Left,38,40,N,H,Fragile,45,45,40,35,55,40,45,40,35,50,45,45,40,35,55,45,45,45,35,65,20,25,65,65,65,60,50,45,75
33338,C,SHENG-HSIN DAI,CWS,A-,25,6' 0',Right,38,40,N,H,Normal,45,50,40,40,45,45,50,40,40,45,45,50,40,40,45,45,50,45,40,50,60,55,35,45,30,45,30,35,30
28087,LF,ZACH DANCE,CWS,A+,23,6' 4',Left,38,54,H,H,Normal,50,45,45,45,55,45,45,40,45,45,50,50,45,45,55,55,65,55,45,70,20,20,35,25,45,45,55,45,45
14057,CF,ADRIÁN DE LA CRUZ,-,-,24,6' 0',Switch,38,46,N,N,Normal,45,45,45,40,45,45,40,40,35,40,45,45,45,40,45,50,50,50,45,65,20,20,50,40,65,50,75,65,75
38397,SS,DANIEL DE LA ROSA,ATL,A+,26,6' 0',Right,38,38,N,N,Wrecked,45,50,35,35,55,45,50,35,35,60,45,50,35,35,55,45,50,35,35,65,20,20,65,65,50,55,60,70,65
34660,SS,MARCO DELGADO,KCM,R+,23,6' 2',Right,38,41,N,H,Normal,50,55,45,35,45,50,55,45,40,45,50,50,45,35,45,50,55,50,40,45,20,20,60,65,40,65,50,45,70
23725,2B,DIEGO DÍAZ,DET,A+,21,6' 1',Switch,38,39,N,N,Normal,40,55,45,35,50,40,55,40,35,45,40,55,45,35,50,45,65,50,45,50,20,20,65,60,30,60,70,60,60
34854,CF,LUCAS ECHEVESTE,WAS,MLB,30,6' 2',Right,38,38,N,N,Durable,40,40,25,30,50,40,45,30,30,50,40,40,25,30,50,40,40,25,30,50,20,20,30,50,75,70,65,80,80
37954,RF,DOUGLAS FALCON,SEA,A+,23,6' 3',Left,38,41,N,L,Normal,50,40,25,45,55,45,35,25,40,45,55,40,30,45,60,55,45,25,50,75,20,20,35,40,45,55,35,25,30
35087,3B,CASH FALLS,Retired,-,31,6' 2',Left,38,38,L,N,Iron Man,50,55,45,45,45,50,45,40,40,40,50,55,45,45,45,50,55,45,45,45,20,20,50,50,20,30,50,50,70
38499,CF,GREG FARKUS,LAD,R+,22,6' 0',Left,38,48,H,N,Normal,45,50,40,40,50,45,50,40,40,45,45,50,45,40,50,50,75,50,45,60,20,20,35,45,60,50,65,70,70
40790,3B,HUGO FERNÁNDEZ,DET,A+,23,6' 1',Right,38,41,N,N,Normal,55,45,50,45,30,55,50,55,50,35,50,45,45,45,30,55,50,55,70,35,20,20,50,70,35,70,35,30,40
26710,CF,HUGO FERNÁNDEZ,CHC,MLB,30,6' 1',Switch,38,38,N,H,Wrecked,35,40,50,65,35,35,40,45,55,35,35,40,50,65,35,35,40,50,65,35,20,20,50,25,65,55,65,75,80
38593,C,SANTANA FIPPS,-,-,25,6' 0',Switch,38,38,N,N,Normal,45,40,35,45,45,45,40,40,45,45,45,40,35,45,45,50,40,45,45,45,65,45,40,40,30,40,25,20,30
23496,3B,MICHAEL FRAZEE,-,-,27,6' 3',Switch,38,44,N,N,Normal,45,50,35,50,50,45,50,35,50,50,45,50,35,50,50,75,50,40,50,50,20,20,60,60,40,55,35,25,20
7345,LF,LUÍS FRIA,-,-,28,6' 2',Switch,38,38,N,N,Wrecked,45,50,50,35,50,45,50,50,40,50,45,50,50,35,50,45,50,50,35,50,20,20,35,35,50,55,45,60,40
23038,C,VICTOR FURLOW,MIN,A+,23,6' 4',Right,38,55,L,L,Normal,45,45,40,40,45,45,45,40,40,45,45,45,40,40,45,45,45,60,40,65,65,40,35,35,30,30,30,20,30
34988,1B,JORGE GARIBAY,HOU,AA,22,6' 2',Switch,38,43,H,N,Durable,45,45,45,40,50,45,45,45,40,50,45,45,45,40,50,50,50,45,45,60,20,20,55,45,45,45,65,40,35
40247,C,WILL GAYE,CLE,R+,20,6' 1',Right,38,51,N,L,Normal,45,40,35,45,45,45,40,35,45,45,45,40,35,45,45,50,40,45,60,60,50,55,35,50,45,50,25,25,20
