ID,POS,Name,ORG,Lev,Age,HT,B,T,OVR,POT,LEA,WE,INT,Prone,BABIP,GAP,POW,EYE,K's,BA vL,GAP vL,POW vL,EYE vL,K vL,BA vR,GAP vR,POW vR,EYE vR,K vR,HT P,GAP P,POW P,EYE P,K P,C FRM,C ARM,IF RNG,IF ARM,TDP,OF RNG,SPE,STE,RUN,AB,1B,2B,3B,HR,BB,IBB,HP,SF,CI,SO,PI/PA,SB,CS,G,SBA,RTO,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,FRM,ARM
30054,LF,YUNEL OLIVAS,WAS,MLB,24,6' 1',R,R,70,71,N,L,L,Normal,60,60,55,55,55,60,60,55,55,55,60,60,55,50,55,60,60,55,55,60,20,20,45,45,40,65,75,45,30,518,90,36,5,16,55,0,0,4,0,102,3.78,3,0,138,0,0,178,175,39,39,28,19,32,11,69,4,0.0,4.6
38473,RF,JUSTIN PRIESTAS,FLA,MLB,26,6' 2',L,L,69,71,N,H,H,Durable,65,80,40,45,60,65,80,40,45,55,65,80,40,45,60,65,80,45,50,60,20,20,30,35,20,65,75,70,75,592,115,38,4,13,51,0,8,2,0,114,3.48,23,9,154,0,0,228,227,40,36,32,20,53,7,61,7,0.0,-0.0
40817,1B,KEVIN RINGEL,PIT,MLB,24,6' 3',R,R,71,71,L,H,N,Fragile,50,65,65,55,50,55,65,65,55,50,50,65,60,55,50,55,80,65,55,50,20,20,55,35,45,55,60,40,45,444,70,30,3,22,50,0,4,6,0,114,3.92,0,0,117,0,0,187,174,20,17,19,14,15,3,9,0,0.0,-0.2
30739,1B,KNOX CORNISH,SF,MLB,28,6' 1',R,R,43,70,N,N,N,Fragile,50,45,45,50,55,50,45,45,50,55,50,45,45,50,55,70,45,75,50,75,20,20,50,60,45,35,35,40,45,559,110,28,2,5,41,0,9,3,0,101,3.61,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0.0
28389,1B,CAL GAGNON,NYM,MLB,23,6' 1',S,R,48,70,N,N,H,Normal,60,50,40,40,55,60,50,40,40,55,60,50,40,40,55,75,65,55,50,60,20,20,55,45,50,40,65,65,75,34,9,1,1,0,2,0,0,0,0,9,3.44,2,1,8,0,0,15,14,0,0,0,0,0,0,2,0,0.0,0.0
36618,CF,KOLTEN GUEST,NYM,MLB,26,6' 3',R,R,54,70,N,N,H,Fragile,50,55,50,50,50,50,55,50,50,50,50,55,50,50,50,55,55,65,55,50,20,20,35,45,30,70,60,55,60,436,65,26,5,14,37,0,5,3,0,109,3.65,4,4,122,0,0,195,194,65,63,57,39,43,19,39,9,0.0,1.4
17103,RF,TOBY HAWKINS,LAD,MLB,31,6' 3',L,L,70,70,N,H,N,Durable,55,65,60,60,45,55,60,55,55,45,55,65,65,65,45,55,65,60,60,45,25,20,40,45,20,60,50,65,65,576,90,16,1,28,62,2,6,3,0,162,3.98,21,8,146,0,0,230,227,52,47,19,10,42,10,57,5,0.0,1.0
25286,1B,JACK ROATEN,TOR,MLB,24,6' 3',L,R,70,70,L,H,N,Normal,50,50,70,45,55,50,50,65,45,55,50,50,75,45,55,50,50,70,45,55,20,20,40,25,30,25,25,20,20,237,34,19,0,13,20,1,5,3,0,54,3.46,0,0,12,0,0,11,10,2,0,3,2,0,0,1,0,0.0,0.0
36409,C,YOVAN RODRÍGUEZ,ANA,MLB,26,6' 4',R,R,65,70,N,N,L,Durable,45,45,55,30,75,45,50,65,35,80,45,45,55,30,75,50,50,60,35,80,65,40,30,30,20,30,20,20,25,167,29,8,1,4,11,3,4,4,0,17,2.78,0,0,46,58,10,10,10,1,1,3,3,0,0,0,0,0.4,0.0
40516,RF,LUKAS SEPULVEDA,CLE,MLB,25,6' 0',R,L,69,70,N,N,N,Normal,50,55,60,40,60,50,60,65,40,65,50,55,60,40,60,50,55,60,40,65,20,20,55,25,20,65,65,55,80,493,90,27,4,18,27,7,9,2,0,85,3.21,12,2,137,0,0,174,173,40,35,15,11,38,9,56,7,0.0,0.0
35525,3B,GABRIEL SILVA,ARI,MLB,28,6' 2',L,R,65,70,N,N,N,Normal,50,60,75,65,30,50,55,70,55,30,50,60,80,65,30,55,60,80,65,35,20,20,60,65,65,45,35,50,60,452,41,18,0,27,61,2,4,2,0,196,4.28,4,0,185,0,0,266,241,53,37,33,16,35,6,53,10,0.0,0.0
40900,3B,ISAAC SNYDER,HOU,MLB,24,6' 1',R,R,70,70,N,H,N,Normal,55,65,60,50,50,55,70,65,50,55,55,65,55,45,50,55,65,60,50,50,20,20,65,70,50,45,60,55,35,549,72,36,4,32,45,2,8,1,0,120,3.58,6,5,136,0,0,209,201,56,47,33,27,22,8,28,5,0.0,0.0
30950,RF,JOEL ADAMS JR.,NYM,MLB,24,6' 5',L,L,69,69,N,H,H,Fragile,60,80,70,55,35,55,75,65,50,35,60,80,70,55,35,60,80,70,55,35,20,20,50,40,20,70,75,60,70,299,43,15,2,21,35,4,3,3,0,101,3.80,13,3,93,0,0,135,134,25,23,14,7,24,9,29,1,0.0,0.7
34571,RF,DANNY ESPERANTO,NYY,MLB,26,6' 1',L,R,44,69,N,H,N,Fragile,40,75,50,65,45,40,65,45,60,45,40,75,50,70,45,80,80,50,65,50,20,20,50,40,40,60,50,65,80,202,23,8,1,2,25,0,3,1,0,58,4.26,15,2,73,0,0,72,72,24,19,5,4,11,2,17,0,0.0,-0.7
34279,1B,GEORGE HEMBREE,CIN,MLB,25,6' 6',R,R,64,69,N,H,N,Normal,60,55,50,55,55,65,55,55,55,60,55,55,50,55,50,60,55,60,55,55,20,20,40,35,35,40,35,30,50,381,75,23,0,8,42,1,12,2,0,75,3.88,1,1,101,0,0,166,164,28,23,9,6,8,0,4,0,0.0,0.3
21770,1B,TEOSCAR HERNÁNDEZ,TEX,MLB,28,6' 0',L,R,69,69,N,H,N,Fragile,65,55,50,45,60,60,50,45,45,55,70,55,50,50,60,65,55,50,45,65,20,20,55,55,55,55,25,20,25,334,62,12,1,14,33,1,1,2,0,58,3.58,2,0,138,0,0,133,124,20,14,24,16,14,4,15,2,0.0,0.4
32633,LF,TOM LEONG,BOS,MLB,24,6' 7',L,L,69,69,N,N,N,Normal,60,50,50,40,70,60,50,50,40,70,60,50,50,40,70,60,50,50,40,70,20,20,30,45,20,65,70,60,60,587,116,27,2,9,35,0,7,2,0,93,3.24,31,11,146,0,0,186,184,37,32,20,13,39,15,67,7,0.0,-2.5
34942,RF,TOBE ODEN,MIN,MLB,26,6' 1',L,L,69,69,H,H,N,Fragile,55,60,55,50,55,50,55,55,50,50,55,60,55,50,55,55,60,55,50,55,20,20,35,45,20,60,55,70,60,567,110,31,2,26,51,1,8,5,0,128,3.70,47,8,150,0,0,209,205,50,47,29,21,32,5,66,6,0.0,2.2
40616,3B,YORACIO PROVENCIA,STL,MLB,24,6' 2',R,R,69,69,N,N,N,Normal,50,60,70,50,55,50,65,75,55,55,50,55,70,50,55,55,60,70,50,55,20,20,50,60,35,40,35,25,25,547,75,27,0,31,62,6,8,7,1,125,3.77,1,0,146,0,0,246,227,52,44,29,22,13,5,31,7,0.0,0.0
20524,C,JACE RICHARDSON,CWS,MLB,22,6' 4',R,R,50,69,N,N,N,Normal,50,45,45,50,50,50,45,50,50,55,50,45,45,45,50,50,50,60,55,55,60,65,35,45,25,30,30,30,25,126,21,5,0,5,10,0,0,1,0,30,3.74,0,0,26,27,5,3,3,1,1,1,1,0,0,1,0,-2.4,0.0
34338,C,RODRIGO VELASTEGUI,KCR,MLB,25,6' 6',R,R,69,69,N,H,N,Fragile,50,50,50,45,60,50,50,50,50,60,50,50,50,45,60,50,50,50,45,60,65,55,30,45,40,25,20,20,20,5,0,0,0,0,1,0,1,0,0,3,4.00,0,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0.4,0.0
38829,1B,ALVARO FABREGAS,FLA,MLB,25,6' 0',R,R,65,68,H,H,N,Normal,50,65,60,50,50,50,70,65,55,50,50,65,60,50,50,50,65,60,50,50,25,25,55,60,45,35,50,35,55,604,88,31,0,23,53,3,5,2,0,134,3.69,1,1,160,0,0,231,223,26,22,14,8,16,2,13,0,0.0,0.0
24847,RF,CALEB KORSMARK,ARI,MLB,31,6' 0',L,L,68,68,N,H,N,Durable,55,60,60,80,45,50,55,55,75,45,55,65,65,80,45,55,60,60,80,45,20,25,25,45,20,40,25,35,25,542,80,27,1,27,91,2,6,7,0,157,4.85,0,3,14,0,0,20,20,1,0,1,0,3,0,1,0,0.0,0.0
37423,RF,YONATO MONTOYA,CHC,MLB,25,6' 0',S,R,68,68,L,N,H,Fragile,50,65,55,45,55,50,60,50,45,55,50,70,55,45,55,50,65,55,45,55,25,20,55,45,50,70,75,75,80,526,83,27,1,36,45,0,3,9,0,124,3.51,54,5,135,0,0,220,220,43,38,38,27,30,8,43,6,0.0,2.3
24719,3B,TAYLOR MUESSIG,CWS,MLB,23,6' 1',R,R,64,68,N,N,N,Normal,65,50,55,55,50,65,50,55,55,50,65,50,50,55,50,75,50,55,55,50,20,20,55,65,40,40,40,40,55,114,21,1,1,2,9,0,0,1,0,22,3.91,1,0,32,0,0,51,48,8,7,7,6,6,3,2,2,0.0,0.0
39102,LF,ALEX PAULSEN,STL,AAA,23,6' 5',R,R,64,68,N,H,N,Normal,60,55,55,55,60,60,60,60,55,65,55,55,55,50,55,60,55,55,55,65,20,20,40,40,40,45,45,40,50,25,5,1,0,2,2,0,0,0,0,3,4.07,0,1,6,0,0,2,2,0,0,0,0,1,0,1,0,0.0,0.0
35893,LF,RUBEN PICASSO,PIT,MLB,27,6' 2',R,R,51,68,N,N,N,Fragile,50,55,50,50,50,50,55,55,55,50,50,55,50,50,50,55,65,60,55,60,25,20,50,45,45,65,60,65,70,255,40,15,0,6,29,0,7,1,0,66,3.79,0,0,70,0,0,116,113,26,24,11,5,20,5,32,4,0.0,0.4
25003,2B,THOMAS RIETBERGEN,ATL,MLB,27,6' 4',R,R,68,68,N,H,H,Fragile,50,55,55,55,55,50,55,60,55,55,50,55,55,55,55,50,55,55,55,55,20,20,65,65,55,50,35,55,65,607,103,29,1,21,57,0,14,2,0,119,3.86,4,2,111,0,0,236,222,36,25,34,20,48,9,52,4,0.0,0.0
38698,2B,DANIEL BALA,BAL,MLB,27,6' 5',R,R,67,67,L,N,N,Iron Man,60,50,50,45,70,60,55,50,50,70,60,50,50,45,65,60,50,50,45,70,20,20,70,60,60,30,35,40,35,617,113,34,1,21,35,0,0,1,1,114,3.51,2,5,158,0,0,360,332,59,41,53,32,59,16,61,11,0.0,0.0
37109,1B,HUDSON DUNN,ARI,AAA,26,6' 0',R,R,50,67,N,N,N,Fragile,65,80,55,65,30,65,80,55,70,30,65,80,55,65,30,70,80,70,65,30,20,20,45,35,60,55,70,65,60,560,67,42,3,15,65,0,10,3,0,206,4.37,35,3,142,0,0,213,204,40,30,24,16,18,3,17,0,0.0,0.7
41019,RF,TONY FRITZINGER,CWS,MLB,25,6' 0',R,R,67,67,L,L,N,Normal,50,60,65,50,50,50,65,75,55,50,50,60,60,50,50,50,70,70,50,50,25,20,30,55,30,55,65,60,75,567,78,33,5,29,47,0,9,4,0,146,3.66,21,5,149,0,0,228,227,55,49,30,13,35,3,52,3,0.0,3.6
39142,C,MELVIN GAMBOA,ATL,MLB,26,6' 4',R,R,66,67,N,N,N,Fragile,40,55,70,50,50,40,55,75,55,50,40,55,65,50,50,45,55,70,50,55,55,60,35,50,25,40,30,25,35,420,62,15,0,28,24,0,6,5,0,119,3.71,0,0,120,126,18,27,25,9,9,9,6,0,0,0,0,-5.9,0.0
15319,C,FEDERICO GARCÍA,SF,MLB,26,6' 4',R,R,67,67,N,H,H,Normal,50,50,60,50,40,55,50,65,50,40,50,50,55,50,40,55,50,60,50,40,70,50,40,35,25,35,20,20,25,506,84,28,0,21,32,1,7,1,0,168,3.88,0,0,124,151,21,43,39,11,11,13,12,3,0,0,0,1.8,0.0
25083,C,YAVIER HOLGUIN,PIT,MLB,28,6' 0',R,R,63,67,N,H,H,Normal,45,45,55,50,50,45,50,60,50,50,45,45,55,45,50,50,50,55,50,50,75,55,25,35,25,20,20,25,20,384,63,7,0,9,29,0,6,2,0,102,3.68,0,0,112,130,19,21,21,8,8,7,6,0,0,0,0,4.7,0.0
29758,1B,CHRISTOPHER LONGO,PIT,MLB,24,6' 3',L,L,67,67,N,N,N,Normal,65,50,50,55,55,60,45,50,55,55,65,50,50,55,55,65,50,55,55,55,20,20,45,40,25,30,35,55,65,28,5,3,0,0,5,0,0,1,0,8,3.83,1,0,8,0,0,16,15,4,4,1,0,1,0,0,0,0.0,0.0
39137,RF,RUDOLPH MAZZEI,KCM,A-,24,6' 4',L,L,67,67,L,N,N,Normal,55,65,70,55,35,50,55,60,45,35,60,70,75,55,40,55,65,70,55,35,25,20,35,40,20,55,55,45,60,230,25,6,0,3,23,2,14,1,0,83,3.78,0,0,40,0,0,30,27,13,12,3,0,7,1,11,1,0.0,0.5
32667,CF,NED OWENS JR.,BAL,MLB,24,6' 5',L,R,64,67,L,L,N,Fragile,55,70,55,50,50,55,65,55,50,50,55,70,55,50,50,55,70,75,50,50,20,20,40,35,30,65,75,65,75,336,56,22,0,17,35,1,7,1,1,71,3.57,10,7,90,0,0,154,149,45,40,34,20,33,14,35,3,0.0,0.7
32989,RF,BLAKE STALLARD JR.,KCR,MLB,26,6' 0',L,L,63,67,N,N,N,Normal,65,70,75,60,25,60,65,70,55,25,65,70,75,65,25,65,80,75,60,25,20,25,45,45,20,65,65,50,65,399,52,22,3,24,43,2,0,1,0,183,4.28,1,1,134,0,0,123,122,46,42,23,13,30,5,39,3,0.0,1.6
38379,2B,CLARK ACRES,BOS,MLB,25,6' 1',R,R,66,66,N,N,N,Normal,50,60,50,50,55,50,60,55,50,55,50,60,50,50,55,50,60,55,50,55,20,20,65,70,70,45,40,40,60,451,80,20,4,26,40,1,10,2,0,111,3.69,0,2,126,0,0,293,272,38,24,55,33,49,16,53,10,0.0,0.0
37810,3B,PAUL AL-HADDAR,LAD,AAA,25,6' 1',R,R,66,66,N,N,N,Normal,55,75,55,50,50,60,75,55,55,50,55,70,55,50,50,55,75,55,50,50,20,20,55,60,50,25,60,65,65,150,23,6,1,5,13,0,1,2,0,33,3.77,7,3,18,0,0,29,27,4,4,2,1,1,0,4,0,0.0,0.0
38772,C,AIMAR FRIAS,SD,MLB,25,6' 0',R,R,65,66,N,N,N,Normal,50,50,60,40,45,55,50,65,40,45,50,45,60,40,45,50,50,65,40,45,65,55,30,45,25,30,40,25,20,203,31,8,0,7,16,0,1,1,0,72,3.56,0,0,60,63,19,20,20,5,4,7,7,3,0,4,0,1.9,0.0
7111,C,IGONE GUERRERO,KCR,MLB,29,6' 3',L,R,63,66,N,N,N,Normal,50,50,55,60,40,50,45,50,50,40,50,50,55,65,40,55,50,65,60,40,75,50,20,40,25,20,35,45,45,340,53,14,0,12,42,0,0,4,0,119,4.17,2,0,108,112,21,19,19,9,8,15,15,0,0,0,0,7.6,0.0
37675,LF,DYLAN JENKS,DET,AAA,27,6' 4',L,L,49,66,N,N,N,Durable,50,50,55,65,45,50,45,50,50,45,50,50,60,65,45,55,70,60,65,55,20,20,20,40,20,60,45,55,55,237,30,13,1,4,26,0,1,4,0,56,4.07,3,1,60,0,0,81,79,14,13,12,7,19,5,28,4,0.0,1.1
9380,C,HOWARD KONIECZNY,CLE,MLB,31,6' 0',R,R,66,66,N,N,N,Normal,45,55,55,55,55,45,55,55,55,60,45,50,55,55,55,45,55,55,55,55,55,65,20,45,25,20,20,25,25,356,55,21,0,15,29,1,5,2,0,73,3.81,0,0,95,88,11,25,23,7,6,8,6,0,0,0,0,-1.6,0.0
38679,2B,FRANZ KOWALSKI,MIL,MLB,26,6' 1',S,R,66,66,N,N,N,Normal,50,50,60,50,50,50,45,55,45,50,50,50,60,50,50,50,50,60,50,50,20,25,65,60,60,25,70,60,45,550,85,30,2,24,47,1,10,3,0,135,3.56,29,9,165,0,0,344,326,66,39,58,22,44,13,79,14,0.0,0.5
38704,3B,DONOVAN MACRAE,CHC,MLB,23,6' 4',R,R,60,66,N,N,H,Fragile,55,55,45,45,65,60,60,45,50,75,55,55,45,45,60,55,60,55,50,65,20,20,60,65,60,50,55,55,50,71,16,2,0,0,4,0,1,0,0,13,3.46,0,0,22,0,0,30,30,6,6,1,1,4,4,1,0,0.0,0.0
30614,LF,JACOPO MANCA,STL,MLB,24,6' 2',R,R,66,66,N,H,H,Fragile,55,70,50,40,70,55,80,55,45,75,55,65,50,40,65,55,70,60,40,70,20,20,35,35,25,55,50,45,65,478,73,35,6,11,29,1,2,4,0,79,3.38,9,5,85,0,0,122,120,26,25,17,10,27,8,46,4,0.0,-2.4
24780,LF,ERNUDIS MAYA,TOR,MLB,27,5' 10',L,L,66,66,N,N,N,Normal,50,60,55,55,65,50,55,50,50,65,50,60,55,55,70,50,60,55,55,70,20,20,20,40,20,50,45,55,55,379,64,12,2,21,45,3,7,4,0,67,3.66,10,2,70,0,0,88,82,23,17,11,2,13,3,22,1,0.0,0.7
31018,2B,TRAVIS MUELLER,KCM,MLB,25,6' 2',R,R,66,66,N,N,N,Normal,50,55,50,55,75,50,55,50,55,75,50,50,50,55,75,50,55,50,55,75,20,20,65,65,60,65,50,55,70,326,60,19,0,11,25,1,2,3,0,56,3.67,2,0,93,0,0,141,134,28,22,31,17,21,4,29,3,0.0,0.8
33712,CF,MITCH RANFT,HOU,MLB,26,6' 3',R,R,66,66,N,N,L,Normal,50,55,55,55,50,50,55,55,55,50,50,55,55,55,50,50,55,55,55,50,20,20,50,55,45,70,65,75,75,445,73,34,2,16,38,0,13,2,0,101,3.78,22,3,118,0,0,210,209,71,70,50,40,55,27,35,10,0.0,1.9
40968,3B,MICHAEL CHESSON,COL,MLB,25,6' 4',R,R,65,65,L,H,N,Normal,55,55,55,45,50,55,55,60,45,50,55,55,55,45,50,55,55,55,45,50,20,20,65,75,75,45,60,40,55,416,68,18,4,16,34,1,2,8,0,113,3.60,3,1,120,0,0,223,211,56,49,29,18,31,16,22,5,0.0,0.0
32944,SS,SEAN COX,TOR,MLB,23,6' 2',R,R,65,65,N,H,N,Durable,60,55,55,50,55,65,60,60,50,65,60,55,50,50,55,60,55,55,50,55,20,20,65,65,75,45,50,50,45,349,58,18,2,11,30,0,5,1,0,72,3.66,2,2,93,0,0,217,195,29,18,33,13,28,12,41,2,0.0,-0.1
36985,3B,ANDRES DEVORA,MIL,MLB,25,6' 2',S,R,65,65,N,N,N,Normal,55,55,55,50,55,55,55,55,50,55,55,55,55,50,55,55,55,55,50,55,20,20,65,65,75,60,70,55,70,552,87,29,2,24,60,0,2,3,1,128,3.71,16,9,155,0,0,241,228,62,54,35,23,25,9,43,9,0.0,1.0
24773,1B,MÁRCIO DOURADO,TOR,MLB,26,6' 5',R,R,65,65,N,H,N,Iron Man,50,50,55,50,65,50,50,55,50,65,50,50,55,50,65,50,50,55,50,65,20,20,50,60,40,40,25,25,20,532,82,31,1,24,32,2,1,3,0,97,3.57,0,0,139,0,0,208,207,37,32,16,11,19,4,10,2,0.0,0.0
38602,C,ETHAN DUMONT,SEA,AAA,25,6' 6',R,R,62,65,N,N,N,Normal,50,55,50,50,50,50,55,55,50,50,50,55,50,50,50,50,55,55,50,50,65,60,30,45,25,40,30,25,30,100,15,2,0,2,14,0,2,0,0,20,3.61,0,0,26,21,1,6,6,2,2,2,1,0,0,0,0,-0.9,0.0
33841,LF,NELSON GRULLON,CLE,MLB,26,6' 1',L,L,65,65,N,N,L,Fragile,50,60,65,50,50,50,55,60,50,50,50,60,65,50,50,50,65,65,50,50,20,20,25,50,20,60,45,65,65,557,84,17,2,20,53,2,3,5,0,132,3.59,1,0,95,0,0,109,107,27,20,16,8,17,2,28,2,0.0,-0.4
38354,C,JESSE HOLLIDAY,ANA,MLB,23,6' 2',L,R,65,65,N,H,H,Normal,50,50,55,50,55,50,45,45,45,45,55,50,55,50,55,50,50,55,50,55,60,55,50,45,20,40,25,20,35,329,58,24,1,15,34,1,5,4,0,60,3.62,0,0,95,110,22,16,16,6,6,9,8,0,0,0,0,-3.0,0.0
26411,SS,PHILIP KLIMA,STL,MLB,30,6' 2',R,R,65,65,H,H,N,Fragile,50,55,55,65,55,55,65,65,75,55,50,55,55,60,55,50,55,55,65,55,20,20,70,65,60,25,40,55,50,471,69,38,1,19,55,1,1,5,1,106,4.26,0,2,127,0,0,324,304,50,39,51,26,51,12,64,7,0.0,0.0
40832,LF,ROBERT MCGILL,WAS,MLB,25,5' 10',L,R,65,65,N,H,N,Normal,55,50,55,55,70,50,50,45,50,55,55,55,55,55,75,55,50,55,55,70,20,20,50,30,65,50,40,50,40,239,48,25,1,3,21,1,1,5,0,29,3.52,4,1,7,0,0,3,1,0,0,2,0,1,0,1,0,0.0,0.9
32497,1B,ROLÓN RAMÍREZ,MON,MLB,24,6' 2',R,R,48,65,H,N,H,Normal,50,45,55,50,50,55,50,65,55,60,50,45,50,45,50,70,50,55,50,50,20,20,45,55,40,30,50,40,30,169,25,5,0,6,17,0,0,3,0,45,3.83,0,0,36,0,0,29,26,7,6,2,2,1,1,1,0,0.0,0.0
40849,C,WALKER RICHARDSON,DET,MLB,24,6' 1',S,R,65,65,N,N,N,Normal,50,50,60,50,45,50,50,70,55,50,50,50,55,50,45,50,50,60,50,45,65,60,35,35,20,30,30,55,75,191,35,10,0,7,19,5,0,1,0,54,3.78,3,3,46,54,9,6,6,4,4,3,1,0,0,0,0,0.0,0.0
33389,RF,HECTOR ALDERON,CLE,AAA,25,6' 1',S,R,53,64,N,N,N,Normal,55,65,50,55,50,55,65,50,55,50,55,65,50,55,50,55,80,55,55,50,20,20,30,40,25,60,65,50,80,217,34,9,1,8,25,0,1,1,0,54,3.73,0,0,19,0,0,21,21,3,2,0,0,3,0,3,0,0.0,-0.2
24070,2B,LIAM ANZEVINO,CWS,MLB,28,5' 11',S,R,64,64,H,H,N,Fragile,55,60,45,50,50,55,65,50,50,50,55,60,45,50,50,60,60,45,50,50,25,20,75,60,65,40,45,70,70,420,89,19,0,11,29,0,1,4,0,100,3.80,17,4,123,3,1,255,237,40,25,34,16,54,17,56,13,-0.4,0.0
30558,RF,KEVIN BOHNSACK,TOR,MLB,24,6' 3',L,L,54,64,L,N,N,Normal,50,55,50,50,60,50,50,45,50,55,50,55,55,50,65,50,55,50,50,70,20,20,30,35,20,65,35,35,20,142,23,6,0,2,14,0,1,1,0,23,3.66,0,0,43,0,0,58,58,17,17,8,6,5,0,15,1,0.0,0.4
31607,SS,LINC BRIDGERS,PIT,MLB,24,6' 2',L,R,64,64,N,H,N,Normal,60,50,55,50,50,60,50,55,45,50,60,50,55,50,50,60,50,55,50,50,20,20,65,65,60,55,55,45,60,100,14,3,1,4,12,3,1,1,0,22,3.58,0,0,31,0,0,53,49,10,9,7,4,4,0,4,2,0.0,0.0
33700,SS,ZACH BRUBAKER,PHI,MLB,26,6' 0',R,R,64,64,N,N,N,Normal,50,70,50,50,50,50,70,50,50,50,50,70,50,50,50,55,70,55,50,50,20,20,70,75,80,50,55,70,75,518,86,30,5,11,41,0,7,4,0,123,3.68,37,3,148,0,0,404,367,36,18,71,36,70,21,95,20,0.0,0.2
35904,3B,JUAN CALDERON,CLE,MLB,25,6' 2',L,R,64,64,N,H,N,Fragile,70,70,50,45,45,65,55,45,45,45,75,75,55,50,45,75,70,50,45,45,20,20,65,70,50,50,50,55,65,454,81,25,1,8,35,1,3,3,0,132,3.68,1,0,131,0,0,228,214,41,41,27,22,9,6,20,5,0.0,0.0
38940,2B,PAOLINO DE ANGELIS,SAIT,INT,23,5' 10',R,R,54,64,N,N,N,Normal,55,50,50,45,55,60,50,55,45,65,55,50,50,45,55,60,55,50,45,70,20,20,60,40,60,40,45,35,30,68,14,6,2,1,7,0,3,1,0,14,3.39,1,0,17,0,0,36,29,7,5,5,3,6,2,5,0,0.0,0.0
40944,SS,NOLAN DILONE,OAK,MLB,23,6' 1',S,R,60,64,L,H,N,Durable,55,45,55,35,60,55,45,55,35,65,55,45,50,35,60,60,45,55,40,65,20,20,75,70,65,45,50,55,65,313,60,16,1,11,11,0,2,3,0,58,3.08,0,0,82,0,0,200,185,23,15,38,24,38,17,41,9,0.0,0.0
33358,3B,RAFAEL DOMÍNGUEZ,CHC,MLB,25,6' 1',R,R,64,64,N,H,N,Fragile,50,50,65,55,50,50,50,65,55,50,50,50,65,55,50,50,50,65,55,50,20,25,65,60,55,45,50,65,50,472,79,22,2,31,48,2,3,4,0,115,3.86,13,4,125,0,0,219,207,47,41,31,18,14,9,29,9,0.0,0.0
11825,1B,LIAM DYCK,PIT,MLB,27,6' 0',R,R,53,64,N,H,H,Normal,50,55,50,60,60,50,60,50,70,65,50,55,50,60,60,50,60,60,60,60,20,20,60,45,50,35,45,45,65,109,17,10,0,3,14,1,0,0,0,21,4.07,0,0,25,0,0,31,29,6,5,4,3,5,1,3,0,0.0,0.0
30485,LF,LUIS ENRIQUE GONZÁLEZ,CIN,MLB,28,6' 2',L,L,64,64,N,N,N,Fragile,55,50,60,50,55,55,50,55,50,55,55,50,60,50,55,55,50,60,50,55,20,20,40,30,20,55,55,45,50,489,73,12,5,24,50,3,5,3,0,94,3.60,1,0,39,0,0,48,48,11,11,4,2,8,0,10,0,0.0,1.5
1422,1B,ISAAC KNOTT,DET,MLB,34,6' 2',R,R,64,64,N,N,N,Fragile,50,60,60,80,50,50,60,60,80,50,50,55,60,80,50,50,60,60,80,50,20,20,35,70,45,30,45,45,60,333,55,18,2,19,58,5,2,4,0,74,4.96,4,1,90,0,0,134,124,16,16,11,2,7,2,8,0,0.0,0.0
33991,RF,LOUIS LARRISON,CIN,MLB,25,6' 0',R,R,64,64,N,N,N,Normal,55,60,55,45,50,60,65,65,50,55,55,55,55,45,50,55,60,55,50,55,25,20,55,45,50,65,75,50,75,513,80,25,3,22,46,1,16,4,0,125,3.59,0,4,146,0,0,212,209,47,46,23,10,52,11,59,7,0.0,1.2
37395,2B,HENRY MATUSKY,KCR,AAA,25,5' 10',R,R,64,64,N,H,N,Normal,50,50,50,65,75,50,50,50,65,75,50,50,50,65,75,50,50,50,65,75,20,20,45,50,60,40,50,40,25,60,7,3,0,2,6,0,1,0,0,11,4.36,0,0,5,0,0,2,1,1,0,0,0,0,0,0,0,0.0,0.0
36963,RF,MARK MCLEOD,KCR,MLB,26,6' 4',R,R,60,64,H,H,N,Fragile,55,55,50,50,50,55,55,55,50,50,55,55,50,50,50,55,75,55,50,50,20,20,55,40,45,65,65,70,80,2,0,0,0,1,0,0,0,0,0,0,2.50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
9106,LF,ALFREDO PIÑA,CHC,MLB,27,5' 11',L,L,64,64,N,N,N,Durable,60,65,55,50,50,50,50,45,45,45,60,70,55,50,50,60,70,55,50,50,20,20,25,50,30,55,75,75,80,456,72,23,6,18,41,5,3,4,0,115,3.61,38,9,119,0,0,172,167,52,48,21,16,30,8,57,3,0.0,0.9
38779,3B,LOGAN RIEDINGER,STL,AAA,25,6' 2',R,R,64,64,N,N,H,Fragile,50,55,55,45,55,50,55,55,50,55,50,55,55,45,55,50,55,55,45,55,20,20,65,70,65,55,70,25,20,81,23,4,0,2,3,0,1,1,0,22,3.62,0,0,26,0,0,59,55,7,5,8,4,3,2,7,3,0.0,0.0
37591,1B,CODY ROBERTS,ARI,AAA,26,6' 6',R,L,64,64,N,L,N,Normal,65,45,50,50,65,65,45,50,50,70,65,45,50,45,65,65,45,50,50,65,20,20,30,35,25,40,30,30,40,124,21,9,0,3,12,0,0,0,0,29,3.88,0,0,33,0,0,49,48,11,8,3,0,0,0,3,0,0.0,0.0
